Row Label,County,Ann Schindler,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 34-1510,KI,120,392,105,228,0,3
SEA 34-1513,KI,170,663,138,312,0,4
SEA 34-1512,KI,74,269,73,149,0,2
SEA 34-1519,KI,88,327,102,192,0,2
SEA 34-1518,KI,79,260,77,156,0,0
RNT 11-0354,KI,140,491,86,227,0,1
SET 33-3618,KI,85,325,34,125,0,6
ISS 05-3572,KI,179,855,150,331,0,2
SHL 32-3556,KI,144,436,91,239,0,4
GRIFFITH,KI,175,576,112,288,0,1
M-I 41-0796,KI,155,561,109,268,0,4
M-I 41-0797,KI,124,373,75,199,0,0
M-I 41-0794,KI,145,399,112,257,0,0
M-I 41-0795,KI,175,508,143,319,0,1
M-I 41-0792,KI,88,297,97,186,0,1
M-I 41-0793,KI,178,596,187,366,0,1
KEN 47-3136,KI,73,293,41,119,0,5
M-I 41-0791,KI,101,259,55,156,0,0
SAM 45-3213,KI,171,558,121,295,0,3
SAM 45-3216,KI,234,710,122,362,0,6
SAM 45-3217,KI,250,641,172,424,0,2
SHL 32-0024,KI,164,449,101,269,0,4
THRUSH,KI,78,275,65,144,0,1
KEN 47-3352,KI,0,0,0,0,0,0
M-I 41-0778,KI,106,320,108,215,0,1
M-I 41-0779,KI,164,497,167,331,0,0
SHL 32-0510,KI,202,645,165,371,0,4
M-I 41-0770,KI,86,277,87,173,0,0
M-I 41-0771,KI,77,258,72,149,0,0
M-I 41-0773,KI,94,315,86,180,0,0
M-I 41-0774,KI,150,453,138,288,0,0
M-I 41-0775,KI,152,491,160,313,0,1
M-I 41-0776,KI,107,331,103,213,0,3
M-I 41-0777,KI,152,492,139,291,0,0
SHL 32-0277,KI,79,241,53,132,0,0
SEA 37-3416,KI,82,502,45,134,0,7
RNT 33-3535,KI,186,697,94,282,0,2
SEA 37-3639,KI,104,303,87,191,0,0
SEA 43-1277,KI,152,541,124,282,0,6
SEA 37-3636,KI,180,786,110,296,0,6
SEA 43-1275,KI,106,275,91,200,0,3
SAM 45-2965,KI,181,586,140,324,0,3
SEA 43-1272,KI,145,437,139,285,0,1
SAM 45-2961,KI,184,531,134,318,0,0
SAM 45-2963,KI,246,774,196,448,0,6
FED 30-3018,KI,91,327,63,155,0,1
FED 30-3019,KI,117,427,110,231,0,4
FED 30-3017,KI,254,715,201,458,0,3
FED 30-3014,KI,156,461,119,277,0,2
FED 30-3015,KI,135,398,105,241,0,1
FED 30-3012,KI,108,301,86,194,0,0
FED 30-3013,KI,80,266,44,124,0,0
FED 30-3010,KI,113,335,79,197,0,5
FED 30-3011,KI,84,343,54,138,0,0
RNT 37-0965,KI,227,708,114,346,0,5
ISS 41-1208,KI,199,649,168,369,0,2
SIERRA,KI,209,690,161,373,0,3
SEA 46-1978,KI,175,501,153,328,0,0
SHL 32-0274,KI,108,288,77,186,0,1
KEN 47-0482,KI,182,671,117,301,1,1
SEA 43-2028,KI,156,423,124,280,0,0
SEA 43-2029,KI,266,706,220,488,0,2
SEA 43-2026,KI,124,356,114,239,0,1
SEA 43-2027,KI,87,292,114,202,0,1
SEA 43-2024,KI,99,336,102,201,0,0
SEA 43-2025,KI,182,556,175,360,0,3
SEA 43-2023,KI,103,388,119,224,0,2
SEA 43-2020,KI,124,374,125,249,0,0
SEA 43-2021,KI,280,797,223,506,0,3
BEL 48-0198,KI,225,846,148,375,0,2
BEL 48-0191,KI,76,300,70,146,0,0
BEL 48-0190,KI,102,443,90,192,0,0
BEL 48-0193,KI,116,407,88,205,0,1
BEL 48-0192,KI,108,364,99,207,0,0
CAMAS,KI,217,719,217,442,0,8
BEL 48-0194,KI,99,287,60,159,0,0
BEL 48-0196,KI,105,302,69,174,0,0
FED 30-3305,KI,67,402,35,102,0,0
FAIRWOOD,KI,99,267,77,176,0,0
RATTLESNAKE,KI,157,605,168,333,0,8
SHL 32-1080,KI,80,258,54,134,0,0
B-D 05-3310,KI,151,492,122,273,0,0
SEA 43-2110,KI,100,452,85,186,0,1
KEN 33-2699,KI,117,401,76,198,0,5
SEA 43-2115,KI,75,527,57,134,0,2
SHL 32-0378,KI,92,305,57,150,0,1
RED 48-0938,KI,57,288,47,106,0,2
KIR 45-2560,KI,181,705,125,308,0,2
SEA 46-1964,KI,144,499,103,247,0,0
FOUR LAKES,KI,201,733,200,403,0,2
SEA 43-2239,KI,184,566,204,389,0,1
SAM 45-2791,KI,227,637,184,411,0,0
SEA 43-2237,KI,190,568,160,352,0,2
SEA 34-2501,KI,129,381,112,244,0,3
SEA 36-2532,KI,136,416,134,273,0,3
SEA 36-2533,KI,130,431,133,267,0,4
SEA 36-2534,KI,161,547,151,315,0,3
PATTERSON,KI,264,861,239,505,0,2
SEA 36-2536,KI,157,567,170,329,0,2
SHEFFIELD,KI,158,447,127,288,0,3
KILLARNEY,KI,150,466,110,264,0,4
RNT 11-1012,KI,146,589,91,242,0,5
M-I 41-2445,KI,155,496,136,292,0,1
SET 33-3057,KI,146,607,118,267,0,3
M-V 05-3373,KI,181,662,169,360,0,10
RNT 11-2854,KI,139,583,84,225,0,2
SEA 37-1558,KI,140,702,133,273,0,0
SEA 37-1559,KI,77,338,29,108,0,2
KIR 48-2863,KI,127,417,105,233,0,1
COV 47-0313,KI,141,428,100,241,0,0
SEA 37-1555,KI,107,410,78,190,0,5
LANGSTON,KI,154,587,98,254,0,2
BOT 01-3321,KI,168,430,125,293,0,0
SEA 37-1553,KI,104,388,100,206,0,2
DES 33-2674,KI,145,552,103,250,0,2
SEA 37-1824,KI,125,394,117,246,0,4
KIR 48-3196,KI,121,428,112,233,0,0
SEA 37-1827,KI,178,558,90,270,0,2
SEA 37-1823,KI,31,209,12,44,0,1
SEA 43-1835,KI,267,688,146,417,0,4
KEN 47-3652,KI,150,463,68,219,0,1
RIVERBEND,KI,185,762,156,345,0,4
DES 33-2671,KI,307,834,180,488,0,1
AUB 47-3260,KI,298,886,184,485,0,3
DES 33-2673,KI,107,366,60,167,0,0
M-I 41-0786,KI,94,255,71,166,0,1
KIR 48-2919,KI,119,412,87,207,0,1
BEL 41-0518,KI,102,266,70,172,0,0
KMR 46-2765,KI,226,715,134,363,0,3
KMR 46-2764,KI,86,269,69,155,0,0
M-I 41-0788,KI,131,372,103,234,0,0
KIR 48-2913,KI,215,700,118,337,0,4
KIR 48-2914,KI,234,723,161,399,0,4
MOUNT CLARE,KI,217,571,130,348,0,1
SAM 45-2575,KI,300,770,192,496,0,4
SEA 46-1962,KI,98,295,110,208,0,0
SEA 37-1950,KI,44,187,22,67,0,1
JUTLAND,KI,21,85,19,40,0,0
KIR 48-0642,KI,133,430,120,253,0,0
KIR 48-0643,KI,83,314,55,141,0,3
KIR 48-0641,KI,120,370,99,221,0,2
KIR 48-0646,KI,164,511,140,305,0,1
SAM 41-2942,KI,194,726,190,385,0,1
KIR 48-0644,KI,218,716,173,393,0,2
KIR 48-0645,KI,66,230,61,127,0,0
SEA 37-1903,KI,103,312,114,218,0,1
M-V 05-2841,KI,109,385,78,188,0,1
N-B 05-2683,KI,203,706,138,351,0,10
PROVAN,KI,174,551,162,340,0,4
TWIN PEAKS,KI,195,700,202,401,0,4
BEL 48-1023,KI,104,322,98,206,0,4
SAM 41-0816,KI,195,687,186,385,0,4
SHL 32-0462,KI,113,421,91,207,0,3
RNT 11-0964,KI,137,557,123,260,0,0
RNT 11-0962,KI,87,309,38,127,0,2
SEA 34-1529,KI,67,266,64,132,0,1
KIR 01-2678,KI,226,695,146,375,0,3
SEA 46-2128,KI,131,542,113,247,0,3
B-D 05-0240,KI,112,419,90,207,0,5
KIR 48-0614,KI,226,751,158,384,0,0
SEA 43-2048,KI,102,376,110,214,0,2
KIR 01-2923,KI,171,642,136,311,0,4
SEA 43-2049,KI,92,453,112,208,0,4
AUB 47-3518,KI,165,640,144,309,0,0
DARWOOD,KI,152,472,129,285,0,4
SEA 36-1757,KI,71,262,95,166,0,0
SEA 43-1874,KI,191,608,150,343,0,2
SEA 36-1759,KI,63,274,105,169,0,1
NEW 41-3578,KI,95,396,59,156,0,2
BUR 34-1104,KI,104,325,81,186,0,1
SEA 46-2286,KI,157,437,121,279,0,1
SEA 46-2280,KI,181,645,211,396,0,4
HOLLYMORE,KI,187,525,146,337,0,4
SEA 46-2282,KI,230,653,197,429,0,2
SHL 32-0267,KI,180,607,118,299,0,1
SEA 46-2289,KI,82,338,120,203,0,1
LFP 46-1186,KI,139,436,111,250,0,0
DENVER,KI,149,588,78,229,0,2
PEGGY,KI,217,775,171,390,0,2
SEA 34-1508,KI,96,295,86,182,0,0
SEA 34-1509,KI,86,281,90,177,0,1
GLENDALE,KI,167,764,119,289,0,3
SEA 34-1500,KI,166,584,159,328,0,3
SEA 34-1501,KI,136,369,110,248,0,2
SEA 34-1506,KI,106,299,76,183,0,1
SEA 34-1507,KI,110,357,119,230,0,1
SEA 34-1504,KI,142,418,124,267,0,1
SEA 46-2304,KI,130,369,103,233,0,0
WANDA,KI,118,417,86,205,0,1
TIGER MTN,KI,235,742,209,447,0,3
SEA 46-2305,KI,121,364,130,253,0,2
SEA 46-2307,KI,113,313,102,215,0,0
LFP 46-1237,KI,164,419,110,275,0,1
KIR 45-2917,KI,138,603,113,254,0,3
KIR 45-2916,KI,96,321,78,175,0,1
BUR 34-1032,KI,154,511,107,263,0,2
KEN 47-2985,KI,135,571,60,198,0,3
KIR 45-2912,KI,116,419,47,165,0,2
KIR 45-2911,KI,70,309,68,139,0,1
KIR 45-2910,KI,137,421,109,248,0,2
SEA 46-2359,KI,113,341,89,203,0,1
SEA 46-2358,KI,284,846,206,494,0,4
SEA 46-2302,KI,133,408,132,265,0,0
SEA 37-2686,KI,175,604,111,291,0,5
COUNTRYSIDE,KI,178,667,102,280,0,0
SEA 46-2352,KI,90,338,88,181,0,3
SEA 46-2351,KI,101,314,99,200,0,0
SEA 37-3159,KI,224,845,157,383,0,2
SEA 46-2357,KI,148,472,160,309,0,1
SEA 46-2355,KI,110,354,111,224,0,3
FAIRWEATHER,KI,91,269,72,164,0,1
SAM 41-3384,KI,214,764,176,391,0,1
SAM 41-3385,KI,180,616,146,328,0,2
KIR 45-3198,KI,107,492,72,182,0,3
KIR 45-3199,KI,131,416,109,241,0,1
CROW,KI,94,389,100,197,0,3
KEN 33-3378,KI,208,725,123,333,0,2
SEALTH,KI,123,378,106,229,0,0
BOT 01-1207,KI,157,553,125,282,0,0
BEL 48-0188,KI,125,472,117,244,0,2
BEL 48-0189,KI,121,523,110,232,0,1
BEL 48-0186,KI,79,277,82,165,0,4
RING HILL,KI,264,757,218,488,0,6
FED 30-3372,KI,141,450,85,227,0,1
SHL 32-2552,KI,148,444,97,247,0,2
SEA 43-1365,KI,123,459,139,262,0,0
SEA 34-1448,KI,95,270,80,181,0,6
GREEN RIVER,KI,138,482,120,261,0,3
COV 47-0279,KI,228,832,136,369,0,5
EVERGREEN,KI,167,716,93,261,0,1
N-B 05-0859,KI,158,487,132,291,0,1
N-B 05-0858,KI,102,469,118,222,0,2
SEA 34-1442,KI,104,380,101,207,0,2
SAM 41-1130,KI,161,651,122,283,0,0
KEN 47-0842,KI,215,796,152,368,0,1
KIR 45-3200,KI,125,455,84,209,0,0
BOT 01-0868,KI,172,650,120,292,0,0
HUSKY,KI,176,650,162,340,0,2
SNQ 05-3645,KI,0,0,0,0,0,0
SEA 36-2505,KI,120,324,108,228,0,0
SEA 36-2504,KI,102,303,110,213,0,1
SEA 36-2507,KI,83,283,91,180,0,6
SEA 36-2506,KI,97,311,103,202,0,2
SEA 36-2503,KI,97,305,99,196,0,0
SEA 36-2502,KI,152,378,132,284,0,0
SEA 36-2509,KI,124,403,135,260,0,1
SEA 36-2508,KI,144,427,147,293,0,2
QUAIL,KI,71,235,58,131,0,2
KEN 47-0601,KI,221,733,68,291,0,2
KEN 47-0600,KI,30,131,16,46,0,0
COV 47-3517,KI,90,263,78,168,0,0
SHL 32-1140,KI,76,240,54,130,0,0
RNT 11-2844,KI,214,845,137,354,0,3
RNT 11-2845,KI,152,548,69,221,0,0
SEA 36-3586,KI,224,801,181,407,0,2
KEN 47-0026,KI,127,357,42,169,0,0
SEA 37-1563,KI,74,323,37,111,0,0
SEA 37-1565,KI,91,331,79,172,0,2
SEA 37-1564,KI,130,396,96,227,0,1
ANGEL CITY,KI,178,745,115,299,0,6
SEA 37-1566,KI,96,327,77,176,0,3
SEA 37-1568,KI,102,434,77,179,0,0
SEA 43-2083,KI,108,422,107,215,0,0
KEN 47-0028,KI,154,533,117,275,0,4
KMR 46-3148,KI,172,671,141,320,0,7
SEA 46-2619,KI,156,539,121,279,0,2
SEA 46-2500,KI,112,360,92,209,0,5
MCKINLEY,KI,67,351,46,118,0,5
WOODSIDE,KI,142,580,113,259,0,4
BUR 34-0377,KI,172,607,112,293,0,9
AUB 47-3187,KI,102,432,99,201,0,0
KMR 46-0820,KI,122,365,89,212,0,1
KMR 46-2771,KI,245,699,163,412,0,4
DES 33-1146,KI,168,591,123,299,0,8
LFP 46-0309,KI,226,582,158,386,0,2
KIR 48-2921,KI,128,418,101,231,0,2
KIR 48-3439,KI,173,531,148,324,0,3
KIR 48-2922,KI,111,504,131,242,0,0
KEN 11-0918,KI,166,605,88,257,0,3
CUMBERLAND,KI,107,345,82,195,0,6
VEAZIE,KI,190,619,162,356,0,4
LFP 46-0003,KI,155,477,117,273,0,1
KIR 48-0639,KI,123,387,94,218,0,1
KIR 48-0638,KI,136,551,144,281,0,1
KIR 48-0636,KI,134,449,114,248,0,0
KIR 48-0633,KI,168,468,117,285,0,0
BOT 01-0262,KI,211,779,149,367,0,7
BOT 01-0260,KI,285,769,196,482,0,1
AUB 47-3324,KI,233,577,125,360,0,2
SEA 36-2117,KI,123,336,99,223,0,1
SEA 46-1310,KI,128,397,96,229,0,5
KIR 01-0421,KI,256,724,211,468,0,1
KIR 01-0422,KI,166,612,140,309,0,3
RNT 11-0978,KI,138,506,84,223,0,1
RNT 11-0979,KI,64,284,36,100,0,0
RNT 11-0975,KI,200,861,134,339,0,5
RNT 11-0970,KI,58,246,50,108,0,0
RNT 11-0971,KI,159,579,131,291,0,1
RNT 11-0973,KI,157,542,87,245,0,1
SEA 37-1589,KI,109,290,104,217,0,4
SEA 37-1588,KI,79,244,80,159,0,0
SEA 43-1291,KI,238,684,247,487,0,2
SEA 37-1583,KI,236,700,142,382,0,4
SEA 37-1582,KI,174,715,114,291,0,3
SEA 37-1580,KI,98,333,59,160,0,3
SEA 37-1587,KI,98,311,97,195,0,0
SEA 37-1586,KI,123,373,126,251,0,2
SEA 36-3566,KI,170,579,136,307,0,1
SEA 37-1584,KI,108,332,97,210,0,5
SEA 43-2040,KI,105,476,108,214,0,1
NPK 33-0849,KI,153,380,99,254,0,2
TWO RIVERS,KI,244,779,218,465,0,3
FED 30-3004,KI,119,442,65,188,0,4
MEANDER,KI,193,581,146,340,0,1
SPIDER LAKE,KI,238,755,148,387,0,1
ISS 05-3559,KI,326,907,203,529,0,0
ISS 05-3552,KI,160,742,144,308,0,4
MARYMOOR,KI,0,0,0,0,0,0
HILL,KI,173,493,139,312,0,0
RUSS,KI,6,24,5,11,0,0
RED 48-2642,KI,74,263,43,117,0,0
RED 48-2641,KI,236,645,160,396,0,0
RED 48-2640,KI,120,356,88,208,0,0
SEA 46-2292,KI,149,505,139,288,0,0
SEA 46-2293,KI,131,441,161,292,0,0
SEA 34-1409,KI,127,422,142,270,0,1
SEA 34-1408,KI,260,708,217,481,0,4
SEA 46-2296,KI,126,391,106,237,0,5
SEA 46-2297,KI,84,283,82,169,0,3
BUR 34-1136,KI,76,218,59,137,0,2
SEA 43-1333,KI,115,340,114,229,0,0
SEA 43-1332,KI,123,385,143,267,0,1
SEA 43-1331,KI,119,366,104,224,0,1
SEA 43-1330,KI,136,404,99,238,0,3
M-I 41-0756,KI,221,738,178,402,0,3
M-I 41-0757,KI,118,403,112,231,0,1
SEA 43-1335,KI,193,637,182,377,0,2
LUND,KI,215,740,192,409,0,2
KMR 46-0036,KI,233,649,149,383,0,1
M-I 41-0758,KI,106,284,68,175,0,1
M-I 41-0759,KI,111,379,99,211,0,1
SHAMROCK,KI,187,693,137,332,0,8
SEA 36-3587,KI,139,590,131,273,0,3
N-B 05-3407,KI,203,628,178,381,0,0
WOD 45-2680,KI,226,627,155,384,0,3
WABASH,KI,101,320,88,189,0,0
SEA 43-3424,KI,119,407,100,219,0,0
BEL 41-0011,KI,52,346,65,117,0,0
BEL 41-0017,KI,155,594,113,270,0,2
RED 48-2467,KI,118,398,97,215,0,0
RED 48-2466,KI,253,749,201,460,0,6
SEA 37-1567,KI,86,332,69,156,0,1
STEED,KI,293,759,205,501,0,3
SEA 37-3617,KI,124,553,109,235,0,2
SEA 43-3571,KI,94,464,60,156,0,2
CAMPBELL HILL,KI,158,642,89,250,0,3
SEA 34-1258,KI,127,341,96,225,0,2
SEA 34-1259,KI,115,328,88,205,0,2
BEL 41-2936,KI,151,485,111,264,0,2
BEL 41-2935,KI,143,526,120,264,0,1
SEA 46-2348,KI,71,274,90,161,0,0
SEA 46-2349,KI,112,382,107,220,0,1
SEA 46-2340,KI,168,680,210,381,0,3
SEA 46-2341,KI,165,569,183,349,0,1
SEA 46-2342,KI,105,406,80,187,0,2
SEA 46-2343,KI,106,341,87,194,0,1
SEA 46-2344,KI,205,760,123,329,0,1
BEL 41-2447,KI,167,527,134,303,0,2
SEA 46-2346,KI,105,364,85,193,0,3
SEA 46-2347,KI,150,519,129,281,0,2
TRILLIUM,KI,261,799,214,476,0,1
LORA,KI,160,607,179,343,0,4
ALG 30-3141,KI,148,523,73,222,0,1
KEN 47-1076,KI,186,668,115,301,0,0
COV 47-1203,KI,243,885,174,421,0,4
KEN 33-2567,KI,115,369,72,187,0,0
KEN 33-2569,KI,244,856,144,390,0,2
KMR 46-1147,KI,193,764,175,368,0,0
VASHON,KI,106,390,108,215,0,1
ENM 31-3492,KI,90,333,71,164,0,3
BEL 48-0171,KI,131,396,101,234,0,2
BEL 48-0170,KI,72,225,52,128,0,4
BEL 48-0177,KI,149,408,86,236,0,1
BEL 48-0178,KI,76,406,58,134,0,0
SEA 46-1970,KI,86,250,75,161,0,0
BEL 41-2621,KI,141,528,109,251,0,1
SEA 43-1975,KI,35,439,27,63,0,1
SET 33-3104,KI,145,542,100,247,0,2
SET 33-3107,KI,162,680,116,281,0,3
SET 33-3100,KI,200,847,89,291,0,2
SET 33-3101,KI,146,366,78,228,0,4
SET 33-3102,KI,180,670,111,293,0,2
KIR 48-2598,KI,186,548,139,327,0,2
SEA 36-1769,KI,86,234,65,151,0,0
SHL 32-1228,KI,123,366,72,195,0,0
SNQ 05-3512,KI,250,823,219,472,0,3
SAM 45-3505,KI,196,573,133,329,0,0
SNQ 05-3511,KI,244,860,230,477,0,3
SNQ 05-3514,KI,199,648,155,358,0,4
SEA 36-2593,KI,88,289,86,174,0,0
SEA 37-1940,KI,137,536,129,268,0,2
SEA 43-2034,KI,130,424,121,253,0,2
BEL 41-2714,KI,206,711,163,372,0,3
SHL 32-3363,KI,81,373,83,164,0,0
KEN 33-3362,KI,104,365,70,174,0,0
BEL 41-2719,KI,174,520,115,289,0,0
SEA 46-1400,KI,107,425,112,221,0,2
SEA 46-1401,KI,172,686,136,311,0,3
SEA 32-3568,KI,244,849,135,383,1,3
SEA 46-1404,KI,116,441,98,217,0,3
SEA 36-2518,KI,115,425,130,246,0,1
SEA 36-2512,KI,151,505,177,331,0,3
SEA 36-2513,KI,147,434,153,301,0,1
SEA 36-2510,KI,133,352,87,221,0,1
SEA 36-2511,KI,133,430,178,311,0,0
SNQ 05-3633,KI,88,404,77,166,0,1
SEA 36-2517,KI,179,613,200,382,0,3
SEA 36-2514,KI,85,298,106,193,0,2
SEA 36-2515,KI,115,361,118,233,0,0
SEA 37-1619,KI,133,449,120,256,0,3
SEA 37-1618,KI,96,389,91,188,1,0
SEA 37-1613,KI,103,292,97,200,0,0
SEA 37-1612,KI,101,288,89,191,0,1
SEA 37-1611,KI,91,289,100,191,0,0
SEA 37-1610,KI,105,331,99,206,0,2
SEA 37-1617,KI,98,323,98,201,0,5
KLAHANIE,KI,124,468,137,264,0,3
SEA 37-1615,KI,115,343,88,205,0,2
SEA 37-1614,KI,75,260,80,155,0,0
SEA 36-1732,KI,141,449,136,278,0,1
SEA 36-1731,KI,120,404,110,230,0,0
SEA 36-1730,KI,102,385,119,222,0,1
SEA 36-1737,KI,103,416,87,193,0,3
SEA 36-1736,KI,105,341,103,209,0,1
SEA 36-1735,KI,82,252,78,160,0,0
SEA 36-1734,KI,157,497,129,286,0,0
SEA 36-1739,KI,112,309,93,207,0,2
SEA 36-1738,KI,99,295,90,190,0,1
KEN 05-3462,KI,0,0,0,0,0,0
SEA 37-1576,KI,131,435,53,186,0,2
SEA 37-1574,KI,104,417,72,179,0,3
SEA 37-1575,KI,73,377,49,124,0,2
SEA 37-1572,KI,102,307,75,180,0,3
SEA 37-1570,KI,165,659,138,304,0,1
SEA 37-1571,KI,135,432,110,250,0,5
SEA 37-1578,KI,93,413,76,172,0,3
SEA 37-1579,KI,57,247,47,108,0,4
BITTERROOT,KI,138,483,119,262,0,5
SEA 43-1818,KI,103,295,92,196,0,1
SEA 43-1819,KI,159,457,143,303,0,1
SEA 43-1817,KI,78,264,56,134,0,0
SEA 43-2059,KI,129,424,123,252,0,0
BUR 34-0344,KI,158,420,141,301,0,2
NEW 41-0878,KI,192,630,136,328,0,0
KIR 01-2457,KI,221,709,152,376,0,3
KIR 48-3401,KI,195,632,144,342,0,3
ROYAL,KI,86,320,76,163,0,1
PAC 30-2856,KI,152,686,75,230,0,3
BUR 34-0699,KI,280,823,205,489,0,4
HORSESHOE,KI,142,490,144,289,0,3
RED 45-2638,KI,150,442,82,235,0,3
SHL 32-0898,KI,88,295,89,177,0,0
BURTON,KI,85,241,78,163,0,0
SHL 32-0895,KI,125,484,92,218,0,1
SEA 43-1343,KI,93,355,121,215,0,1
KIR 48-0628,KI,210,664,144,356,0,2
KIR 48-0629,KI,220,587,124,344,0,0
M-I 41-2465,KI,92,330,114,208,0,2
ELECTIONS OFFICE,KI,1,9,0,1,0,0
SAM 41-2491,KI,219,707,145,367,0,3
SEA 36-1298,KI,112,337,133,246,0,1
TUK 11-2453,KI,99,510,78,180,0,3
M-V 05-3536,KI,141,572,133,275,0,1
EXCALIBUR,KI,141,403,81,226,0,4
KIR 48-2920,KI,104,381,85,189,0,0
TUK 11-1164,KI,170,660,139,312,0,3
SET 33-3074,KI,150,456,108,260,0,2
TUK 11-1166,KI,93,443,69,165,0,3
TUK 11-1167,KI,1,6,3,4,0,0
SEA 43-2549,KI,189,718,145,339,0,5
BEL 41-0175,KI,231,815,179,415,0,5
BEL 41-0176,KI,177,593,113,292,0,2
SEA 37-1590,KI,107,294,121,228,0,0
BEL 41-0179,KI,92,338,56,148,0,0
BEL 41-3371,KI,177,677,118,296,0,1
BEL 41-3370,KI,199,812,173,377,0,5
SEA 37-1594,KI,158,761,182,343,0,3
SEA 37-1596,KI,135,497,123,260,0,2
SEA 43-2542,KI,82,275,63,146,0,1
NPK 33-0857,KI,276,684,205,483,0,2
NPK 33-0854,KI,155,436,143,302,0,4
NPK 33-0855,KI,116,390,114,231,0,1
NPK 33-0852,KI,166,442,127,296,0,3
NPK 33-0853,KI,127,338,116,243,0,0
NPK 33-0851,KI,174,525,161,338,0,3
AUB 47-2551,KI,236,824,94,332,0,2
ELSOM,KI,186,586,164,353,0,3
SEA 46-2366,KI,118,451,118,241,0,5
BUR 33-0476,KI,203,764,168,378,0,7
CONNAUGHT,KI,189,615,144,337,0,4
AUB 47-3538,KI,211,719,152,366,0,3
AUB 47-3539,KI,136,436,105,245,0,4
GLASGOW,KI,149,601,104,255,0,2
ALPINE,KI,154,564,169,324,0,1
SAM 41-0909,KI,247,831,196,445,0,2
DES 33-2637,KI,140,499,80,221,0,1
CEDAR RIVER,KI,127,481,128,259,0,4
RNT 11-3162,KI,67,209,36,106,0,3
SEA 34-1410,KI,75,240,79,156,0,2
SEA 34-1411,KI,109,307,88,197,0,0
COALFIELD,KI,218,713,171,396,0,7
SEA 34-1413,KI,166,533,150,319,0,3
SEA 34-1414,KI,66,239,96,165,0,3
SEA 34-1415,KI,149,406,97,247,0,1
SEA 34-1416,KI,124,394,109,235,0,2
KEN 47-3300,KI,140,527,110,254,0,4
SEA 34-1418,KI,97,299,98,196,0,1
SEA 34-1419,KI,223,694,190,418,0,5
SEA 43-2052,KI,77,445,66,143,0,0
SAM 45-0536,KI,226,758,215,444,0,3
FALL CITY,KI,139,520,132,275,0,4
WOD 45-0926,KI,228,859,140,370,0,2
BRONSON,KI,258,785,239,499,0,2
BEL 41-1026,KI,203,652,119,323,0,1
SEA 46-1980,KI,109,381,148,257,0,0
FAIRMONT GLEN,KI,160,497,111,277,0,6
RNT 11-3555,KI,126,477,91,219,0,2
WALLACE,KI,110,454,83,194,0,1
SWAN LAKE,KI,199,684,177,378,0,2
KIR 45-2931,KI,121,409,66,191,0,4
KIR 45-2933,KI,96,350,71,167,0,0
KIR 45-2932,KI,171,472,92,266,0,3
MUCKLESHOOT,KI,35,395,19,54,0,0
RED 48-3415,KI,88,327,71,160,0,1
SEA 43-2109,KI,105,478,101,212,0,6
BEL 41-2945,KI,167,548,129,296,0,0
BEL 41-2943,KI,252,828,182,434,0,0
SEA 37-1884,KI,194,643,188,385,0,3
SHL 32-0368,KI,102,309,75,178,0,1
SEA 46-2379,KI,151,542,180,332,0,1
SEA 46-2378,KI,115,322,97,212,0,0
BEL 48-0223,KI,155,435,131,286,0,0
BEL 48-0221,KI,192,617,108,304,0,4
BEL 48-0227,KI,186,662,138,326,0,2
BEL 48-0226,KI,109,315,77,187,0,1
BEL 48-0225,KI,145,464,119,264,0,0
BEL 48-0224,KI,212,636,144,358,0,2
BUR 34-1064,KI,196,589,157,358,0,5
KEN 47-2568,KI,251,866,146,403,0,6
SEA 11-1597,KI,223,909,183,410,0,4
DES 33-2416,KI,158,484,82,242,0,2
SEA 36-1773,KI,143,644,139,285,0,3
KMR 46-1171,KI,178,588,101,281,0,2
BOT 01-1224,KI,255,748,155,414,0,4
MCCOY,KI,161,646,201,368,0,6
BEL 48-0160,KI,75,268,52,130,0,3
BEL 48-0162,KI,89,252,47,139,0,3
BEL 48-0163,KI,106,365,92,198,0,0
BEL 48-0164,KI,106,299,56,163,0,1
BEL 48-0165,KI,139,384,109,250,0,2
BEL 48-0166,KI,130,380,82,212,0,0
BEL 41-2386,KI,101,279,68,169,0,0
BEL 48-0168,KI,85,255,48,134,0,1
BEL 48-0169,KI,112,361,81,195,0,2
BRITTANY,KI,194,592,125,321,0,2
KEN 33-3553,KI,128,557,66,194,0,0
SEA 46-2363,KI,121,380,91,213,0,1
AUB 47-3455,KI,131,439,97,229,0,1
SHL 32-1236,KI,90,268,57,148,0,1
BEL 41-2428,KI,197,739,154,351,0,0
BOT 01-0261,KI,211,634,165,378,0,2
SEA 46-2367,KI,125,449,102,229,0,2
SEA 46-2364,KI,109,355,76,185,0,0
SNQ 05-3560,KI,149,502,110,263,0,4
BEL 41-2812,KI,95,350,83,180,0,2
KMR 46-0572,KI,208,629,146,356,0,2
KMR 46-0573,KI,238,726,118,361,0,5
LFP 46-3380,KI,209,579,158,368,0,1
DES 33-0016,KI,101,281,78,180,0,1
EASTWOOD,KI,161,487,118,281,0,2
GREEN VALLEY,KI,112,370,111,223,0,0
ISS 05-0543,KI,178,622,134,314,0,2
SEA 37-1609,KI,106,414,134,242,0,2
ISS 05-0547,KI,96,327,94,191,0,1
ISS 05-0546,KI,76,220,44,121,0,1
ISS 05-0545,KI,97,316,72,172,0,3
ISS 05-0544,KI,174,647,118,295,0,3
