Row Label,County,Michael J. Trickey,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 34-1510,KI,110,392,115,228,0,3
SEA 34-1513,KI,162,663,143,312,0,7
SEA 34-1512,KI,70,269,77,149,0,2
SEA 34-1519,KI,85,327,104,192,0,3
SEA 34-1518,KI,74,260,82,156,0,0
RNT 11-0354,KI,144,491,83,227,0,0
SET 33-3618,KI,83,325,37,125,0,5
ISS 05-3572,KI,176,855,152,331,0,3
SHL 32-3556,KI,145,436,90,239,0,4
GRIFFITH,KI,172,576,113,288,0,3
M-I 41-0796,KI,155,561,110,268,0,3
M-I 41-0797,KI,121,373,78,199,0,0
M-I 41-0794,KI,141,399,115,257,0,1
M-I 41-0795,KI,183,508,135,319,0,1
M-I 41-0792,KI,91,297,94,186,0,1
M-I 41-0793,KI,179,596,186,366,0,1
KEN 47-3136,KI,71,293,44,119,0,4
M-I 41-0791,KI,100,259,55,156,0,1
SAM 45-3213,KI,170,558,122,295,0,3
SAM 45-3216,KI,231,710,125,362,0,6
SAM 45-3217,KI,246,641,176,424,0,2
SHL 32-0024,KI,163,449,100,269,0,6
THRUSH,KI,77,275,67,144,0,0
KEN 47-3352,KI,0,0,0,0,0,0
M-I 41-0778,KI,107,320,107,215,0,1
M-I 41-0779,KI,158,497,172,331,0,1
SHL 32-0510,KI,198,645,169,371,0,4
M-I 41-0770,KI,85,277,87,173,0,1
M-I 41-0771,KI,78,258,71,149,0,0
M-I 41-0773,KI,89,315,91,180,0,0
M-I 41-0774,KI,154,453,134,288,0,0
M-I 41-0775,KI,152,491,160,313,0,1
M-I 41-0776,KI,112,331,100,213,0,1
M-I 41-0777,KI,154,492,137,291,0,0
SHL 32-0277,KI,74,241,58,132,0,0
SEA 37-3416,KI,80,502,46,134,0,8
RNT 33-3535,KI,183,697,97,282,0,2
SEA 37-3639,KI,101,303,89,191,0,1
SEA 43-1277,KI,151,541,126,282,0,5
SEA 37-3636,KI,172,786,119,296,0,5
SEA 43-1275,KI,109,275,89,200,0,2
SAM 45-2965,KI,181,586,141,324,0,2
SEA 43-1272,KI,147,437,136,285,0,2
SAM 45-2961,KI,183,531,134,318,0,1
SAM 45-2963,KI,243,774,197,448,0,8
FED 30-3018,KI,91,327,64,155,0,0
FED 30-3019,KI,117,427,110,231,0,4
FED 30-3017,KI,256,715,199,458,0,3
FED 30-3014,KI,151,461,124,277,0,2
FED 30-3015,KI,130,398,109,241,0,2
FED 30-3012,KI,104,301,90,194,0,0
FED 30-3013,KI,79,266,45,124,0,0
FED 30-3010,KI,111,335,81,197,0,5
FED 30-3011,KI,83,343,55,138,0,0
RNT 37-0965,KI,217,708,122,346,0,7
ISS 41-1208,KI,203,649,164,369,0,2
SIERRA,KI,206,690,163,373,0,4
SEA 46-1978,KI,175,501,152,328,0,1
SHL 32-0274,KI,107,288,78,186,0,1
KEN 47-0482,KI,181,671,119,301,0,1
SEA 43-2028,KI,149,423,129,280,0,2
SEA 43-2029,KI,268,706,219,488,0,1
SEA 43-2026,KI,122,356,116,239,0,1
SEA 43-2027,KI,82,292,119,202,0,1
SEA 43-2024,KI,98,336,102,201,0,1
SEA 43-2025,KI,179,556,178,360,0,3
SEA 43-2023,KI,105,388,117,224,0,2
SEA 43-2020,KI,119,374,130,249,0,0
SEA 43-2021,KI,278,797,224,506,0,4
BEL 48-0198,KI,223,846,152,375,0,0
BEL 48-0191,KI,76,300,70,146,0,0
BEL 48-0190,KI,99,443,92,192,0,1
BEL 48-0193,KI,116,407,88,205,0,1
BEL 48-0192,KI,105,364,101,207,0,1
CAMAS,KI,212,719,220,442,0,10
BEL 48-0194,KI,99,287,60,159,0,0
BEL 48-0196,KI,104,302,70,174,0,0
FED 30-3305,KI,65,402,36,102,0,1
FAIRWOOD,KI,97,267,78,176,0,1
RATTLESNAKE,KI,159,605,166,333,0,8
SHL 32-1080,KI,76,258,58,134,0,0
B-D 05-3310,KI,150,492,121,273,0,2
SEA 43-2110,KI,99,452,85,186,0,2
KEN 33-2699,KI,106,401,84,198,0,8
SEA 43-2115,KI,76,527,55,134,0,3
SHL 32-0378,KI,88,305,61,150,0,1
RED 48-0938,KI,55,288,49,106,0,2
KIR 45-2560,KI,179,705,128,308,0,1
SEA 46-1964,KI,139,499,108,247,0,0
FOUR LAKES,KI,195,733,203,403,1,4
SEA 43-2239,KI,193,566,194,389,0,2
SAM 45-2791,KI,221,637,189,411,0,1
SEA 43-2237,KI,186,568,164,352,0,2
SEA 34-2501,KI,123,381,118,244,0,3
SEA 36-2532,KI,137,416,130,273,0,6
SEA 36-2533,KI,129,431,134,267,0,4
SEA 36-2534,KI,156,547,155,315,0,4
PATTERSON,KI,259,861,245,505,0,1
SEA 36-2536,KI,150,567,176,329,0,3
SHEFFIELD,KI,156,447,129,288,0,3
KILLARNEY,KI,144,466,117,264,0,3
RNT 11-1012,KI,139,589,99,242,0,4
M-I 41-2445,KI,154,496,138,292,0,0
SET 33-3057,KI,143,607,122,267,0,2
M-V 05-3373,KI,183,662,168,360,0,9
RNT 11-2854,KI,140,583,82,225,0,3
SEA 37-1558,KI,138,702,135,273,0,0
SEA 37-1559,KI,76,338,30,108,0,2
KIR 48-2863,KI,126,417,106,233,0,1
COV 47-0313,KI,142,428,99,241,0,0
SEA 37-1555,KI,105,410,81,190,0,4
LANGSTON,KI,145,587,105,254,0,4
BOT 01-3321,KI,166,430,127,293,0,0
SEA 37-1553,KI,97,388,107,206,0,2
DES 33-2674,KI,144,552,104,250,0,2
SEA 37-1824,KI,126,394,116,246,0,4
KIR 48-3196,KI,121,428,112,233,0,0
SEA 37-1827,KI,172,558,96,270,0,2
SEA 37-1823,KI,32,209,11,44,0,1
SEA 43-1835,KI,259,688,153,417,0,5
KEN 47-3652,KI,148,463,70,219,0,1
RIVERBEND,KI,180,762,161,345,0,4
DES 33-2671,KI,302,834,184,488,0,2
AUB 47-3260,KI,293,886,188,485,0,4
DES 33-2673,KI,102,366,64,167,0,1
M-I 41-0786,KI,95,255,71,166,0,0
KIR 48-2919,KI,116,412,90,207,0,1
BEL 41-0518,KI,100,266,72,172,0,0
KMR 46-2765,KI,223,715,139,363,0,1
KMR 46-2764,KI,87,269,68,155,0,0
M-I 41-0788,KI,130,372,104,234,0,0
KIR 48-2913,KI,212,700,118,337,1,6
KIR 48-2914,KI,227,723,168,399,0,4
MOUNT CLARE,KI,208,571,138,348,0,2
SAM 45-2575,KI,294,770,197,496,0,5
SEA 46-1962,KI,102,295,106,208,0,0
SEA 37-1950,KI,44,187,22,67,0,1
JUTLAND,KI,19,85,21,40,0,0
KIR 48-0642,KI,133,430,120,253,0,0
KIR 48-0643,KI,81,314,57,141,0,3
KIR 48-0641,KI,120,370,98,221,0,3
KIR 48-0646,KI,162,511,143,305,0,0
SAM 41-2942,KI,197,726,186,385,0,2
KIR 48-0644,KI,214,716,177,393,0,2
KIR 48-0645,KI,68,230,59,127,0,0
SEA 37-1903,KI,102,312,116,218,0,0
M-V 05-2841,KI,111,385,77,188,0,0
N-B 05-2683,KI,196,706,144,351,0,11
PROVAN,KI,173,551,163,340,0,4
TWIN PEAKS,KI,189,700,205,401,0,7
BEL 48-1023,KI,105,322,100,206,0,1
SAM 41-0816,KI,198,687,184,385,0,3
SHL 32-0462,KI,107,421,96,207,0,4
RNT 11-0964,KI,134,557,124,260,0,2
RNT 11-0962,KI,87,309,37,127,0,3
SEA 34-1529,KI,60,266,71,132,0,1
KIR 01-2678,KI,221,695,151,375,0,3
SEA 46-2128,KI,131,542,112,247,0,4
B-D 05-0240,KI,110,419,92,207,0,5
KIR 48-0614,KI,218,751,166,384,0,0
SEA 43-2048,KI,101,376,111,214,0,2
KIR 01-2923,KI,165,642,141,311,0,5
SEA 43-2049,KI,93,453,112,208,0,3
AUB 47-3518,KI,163,640,144,309,0,2
DARWOOD,KI,150,472,129,285,0,6
SEA 36-1757,KI,71,262,95,166,0,0
SEA 43-1874,KI,188,608,152,343,0,3
SEA 36-1759,KI,63,274,105,169,0,1
NEW 41-3578,KI,89,396,64,156,0,3
BUR 34-1104,KI,104,325,81,186,0,1
SEA 46-2286,KI,154,437,125,279,0,0
SEA 46-2280,KI,182,645,210,396,0,4
HOLLYMORE,KI,181,525,152,337,0,4
SEA 46-2282,KI,222,653,205,429,0,2
SHL 32-0267,KI,169,607,128,299,0,2
SEA 46-2289,KI,78,338,123,203,0,2
LFP 46-1186,KI,137,436,113,250,0,0
DENVER,KI,145,588,80,229,0,4
PEGGY,KI,211,775,175,390,0,4
SEA 34-1508,KI,95,295,87,182,0,0
SEA 34-1509,KI,84,281,92,177,0,1
GLENDALE,KI,165,764,119,289,0,5
SEA 34-1500,KI,166,584,161,328,0,1
SEA 34-1501,KI,133,369,112,248,0,3
SEA 34-1506,KI,105,299,77,183,0,1
SEA 34-1507,KI,103,357,125,230,0,2
SEA 34-1504,KI,137,418,128,267,0,2
SEA 46-2304,KI,122,369,111,233,0,0
WANDA,KI,117,417,85,205,0,3
TIGER MTN,KI,231,742,213,447,0,3
SEA 46-2305,KI,125,364,126,253,0,2
SEA 46-2307,KI,112,313,103,215,0,0
LFP 46-1237,KI,164,419,110,275,0,1
KIR 45-2917,KI,131,603,120,254,0,3
KIR 45-2916,KI,94,321,80,175,0,1
BUR 34-1032,KI,151,511,109,263,0,3
KEN 47-2985,KI,132,571,64,198,0,2
KIR 45-2912,KI,115,419,48,165,0,2
KIR 45-2911,KI,70,309,68,139,0,1
KIR 45-2910,KI,136,421,112,248,0,0
SEA 46-2359,KI,106,341,97,203,0,0
SEA 46-2358,KI,276,846,215,494,0,3
SEA 46-2302,KI,127,408,138,265,0,0
SEA 37-2686,KI,169,604,115,291,0,7
COUNTRYSIDE,KI,171,667,108,280,0,1
SEA 46-2352,KI,86,338,90,181,0,5
SEA 46-2351,KI,97,314,103,200,0,0
SEA 37-3159,KI,221,845,159,383,0,3
SEA 46-2357,KI,149,472,159,309,0,1
SEA 46-2355,KI,112,354,110,224,0,2
FAIRWEATHER,KI,94,269,70,164,0,0
SAM 41-3384,KI,211,764,179,391,0,1
SAM 41-3385,KI,177,616,149,328,0,2
KIR 45-3198,KI,105,492,72,182,0,5
KIR 45-3199,KI,132,416,108,241,0,1
CROW,KI,93,389,101,197,0,3
KEN 33-3378,KI,204,725,126,333,0,3
SEALTH,KI,116,378,113,229,0,0
BOT 01-1207,KI,155,553,125,282,0,2
BEL 48-0188,KI,123,472,120,244,0,1
BEL 48-0189,KI,110,523,120,232,0,2
BEL 48-0186,KI,77,277,84,165,0,4
RING HILL,KI,263,757,220,488,0,5
FED 30-3372,KI,134,450,92,227,0,1
SHL 32-2552,KI,144,444,100,247,0,3
SEA 43-1365,KI,124,459,138,262,0,0
SEA 34-1448,KI,95,270,81,181,0,5
GREEN RIVER,KI,133,482,124,261,0,4
COV 47-0279,KI,226,832,138,369,0,5
EVERGREEN,KI,175,716,86,261,0,0
N-B 05-0859,KI,150,487,140,291,0,1
N-B 05-0858,KI,103,469,117,222,0,2
SEA 34-1442,KI,104,380,102,207,0,1
SAM 41-1130,KI,159,651,124,283,0,0
KEN 47-0842,KI,208,796,158,368,0,2
KIR 45-3200,KI,127,455,82,209,0,0
BOT 01-0868,KI,173,650,119,292,0,0
HUSKY,KI,174,650,164,340,0,2
SNQ 05-3645,KI,0,0,0,0,0,0
SEA 36-2505,KI,121,324,107,228,0,0
SEA 36-2504,KI,99,303,113,213,0,1
SEA 36-2507,KI,78,283,95,180,0,7
SEA 36-2506,KI,95,311,104,202,0,3
SEA 36-2503,KI,98,305,98,196,0,0
SEA 36-2502,KI,152,378,132,284,0,0
SEA 36-2509,KI,123,403,136,260,0,1
SEA 36-2508,KI,143,427,148,293,0,2
QUAIL,KI,72,235,57,131,0,2
KEN 47-0601,KI,215,733,75,291,0,1
KEN 47-0600,KI,28,131,18,46,0,0
COV 47-3517,KI,93,263,75,168,0,0
SHL 32-1140,KI,75,240,55,130,0,0
RNT 11-2844,KI,203,845,147,354,0,4
RNT 11-2845,KI,155,548,66,221,0,0
SEA 36-3586,KI,224,801,180,407,0,3
KEN 47-0026,KI,123,357,45,169,0,1
SEA 37-1563,KI,71,323,38,111,0,2
SEA 37-1565,KI,91,331,80,172,0,1
SEA 37-1564,KI,130,396,96,227,0,1
ANGEL CITY,KI,173,745,120,299,0,6
SEA 37-1566,KI,96,327,77,176,0,3
SEA 37-1568,KI,103,434,75,179,0,1
SEA 43-2083,KI,107,422,108,215,0,0
KEN 47-0028,KI,148,533,121,275,0,6
KMR 46-3148,KI,167,671,146,320,0,7
SEA 46-2619,KI,152,539,125,279,0,2
SEA 46-2500,KI,110,360,94,209,0,5
MCKINLEY,KI,65,351,47,118,0,6
WOODSIDE,KI,145,580,109,259,0,5
BUR 34-0377,KI,175,607,117,293,0,1
AUB 47-3187,KI,103,432,98,201,0,0
KMR 46-0820,KI,120,365,91,212,0,1
KMR 46-2771,KI,240,699,170,412,0,2
DES 33-1146,KI,164,591,127,299,0,8
LFP 46-0309,KI,224,582,159,386,0,3
KIR 48-2921,KI,123,418,104,231,0,4
KIR 48-3439,KI,176,531,146,324,0,2
KIR 48-2922,KI,103,504,137,242,0,2
KEN 11-0918,KI,167,605,88,257,0,2
CUMBERLAND,KI,106,345,83,195,0,6
VEAZIE,KI,193,619,156,356,0,7
LFP 46-0003,KI,150,477,123,273,0,0
KIR 48-0639,KI,122,387,95,218,0,1
KIR 48-0638,KI,134,551,146,281,0,1
KIR 48-0636,KI,135,449,112,248,0,1
KIR 48-0633,KI,165,468,119,285,0,1
BOT 01-0262,KI,202,779,156,367,0,9
BOT 01-0260,KI,283,769,197,482,0,2
AUB 47-3324,KI,233,577,125,360,0,2
SEA 36-2117,KI,122,336,98,223,0,3
SEA 46-1310,KI,121,397,100,229,0,8
KIR 01-0421,KI,255,724,211,468,0,2
KIR 01-0422,KI,164,612,143,309,0,2
RNT 11-0978,KI,138,506,85,223,0,0
RNT 11-0979,KI,62,284,38,100,0,0
RNT 11-0975,KI,202,861,131,339,0,6
RNT 11-0970,KI,56,246,52,108,0,0
RNT 11-0971,KI,155,579,135,291,0,1
RNT 11-0973,KI,157,542,86,245,0,2
SEA 37-1589,KI,106,290,107,217,0,4
SEA 37-1588,KI,79,244,80,159,0,0
SEA 43-1291,KI,293,684,194,487,0,0
SEA 37-1583,KI,228,700,149,382,0,5
SEA 37-1582,KI,172,715,117,291,0,2
SEA 37-1580,KI,95,333,63,160,0,2
SEA 37-1587,KI,96,311,99,195,0,0
SEA 37-1586,KI,119,373,130,251,0,2
SEA 36-3566,KI,167,579,138,307,0,2
SEA 37-1584,KI,105,332,97,210,0,8
SEA 43-2040,KI,103,476,109,214,0,2
NPK 33-0849,KI,149,380,103,254,0,2
TWO RIVERS,KI,237,779,224,465,0,4
FED 30-3004,KI,121,442,65,188,0,2
MEANDER,KI,189,581,147,340,0,4
SPIDER LAKE,KI,234,755,152,387,0,1
ISS 05-3559,KI,312,907,217,529,0,0
ISS 05-3552,KI,159,742,145,308,0,4
MARYMOOR,KI,0,0,0,0,0,0
HILL,KI,172,493,140,312,0,0
RUSS,KI,5,24,5,11,0,1
RED 48-2642,KI,75,263,42,117,0,0
RED 48-2641,KI,229,645,166,396,0,1
RED 48-2640,KI,123,356,85,208,0,0
SEA 46-2292,KI,147,505,141,288,0,0
SEA 46-2293,KI,130,441,161,292,0,1
SEA 34-1409,KI,121,422,148,270,0,1
SEA 34-1408,KI,256,708,223,481,0,2
SEA 46-2296,KI,126,391,107,237,0,4
SEA 46-2297,KI,86,283,80,169,0,3
BUR 34-1136,KI,78,218,58,137,0,1
SEA 43-1333,KI,107,340,120,229,0,2
SEA 43-1332,KI,120,385,144,267,0,3
SEA 43-1331,KI,116,366,105,224,0,3
SEA 43-1330,KI,133,404,102,238,0,3
M-I 41-0756,KI,218,738,181,402,0,3
M-I 41-0757,KI,117,403,113,231,0,1
SEA 43-1335,KI,185,637,189,377,0,3
LUND,KI,212,740,193,409,0,4
KMR 46-0036,KI,221,649,158,383,0,4
M-I 41-0758,KI,100,284,74,175,0,1
M-I 41-0759,KI,115,379,95,211,0,1
SHAMROCK,KI,187,693,138,332,0,7
SEA 36-3587,KI,138,590,130,273,0,5
N-B 05-3407,KI,200,628,180,381,0,1
WOD 45-2680,KI,219,627,163,384,0,2
WABASH,KI,101,320,88,189,0,0
SEA 43-3424,KI,117,407,101,219,0,1
BEL 41-0011,KI,51,346,65,117,0,1
BEL 41-0017,KI,151,594,117,270,0,2
RED 48-2467,KI,118,398,97,215,0,0
RED 48-2466,KI,251,749,205,460,0,4
SEA 37-1567,KI,83,332,72,156,0,1
STEED,KI,288,759,211,501,0,2
SEA 37-3617,KI,123,553,109,235,0,3
SEA 43-3571,KI,95,464,59,156,0,2
CAMPBELL HILL,KI,152,642,95,250,0,3
SEA 34-1258,KI,124,341,99,225,0,2
SEA 34-1259,KI,111,328,93,205,0,1
BEL 41-2936,KI,148,485,113,264,0,3
BEL 41-2935,KI,142,526,120,264,0,2
SEA 46-2348,KI,71,274,90,161,0,0
SEA 46-2349,KI,109,382,110,220,0,1
SEA 46-2340,KI,164,680,214,381,0,3
SEA 46-2341,KI,173,569,176,349,0,0
SEA 46-2342,KI,102,406,83,187,0,2
SEA 46-2343,KI,105,341,88,194,0,1
SEA 46-2344,KI,197,760,127,329,0,5
BEL 41-2447,KI,166,527,136,303,0,1
SEA 46-2346,KI,96,364,95,193,0,2
SEA 46-2347,KI,143,519,135,281,0,3
TRILLIUM,KI,255,799,220,476,0,1
LORA,KI,158,607,181,343,0,4
ALG 30-3141,KI,150,523,71,222,0,1
KEN 47-1076,KI,182,668,116,301,0,3
COV 47-1203,KI,243,885,175,421,0,3
KEN 33-2567,KI,111,369,76,187,0,0
KEN 33-2569,KI,244,856,143,390,0,3
KMR 46-1147,KI,193,764,175,368,0,0
VASHON,KI,101,390,113,215,0,1
ENM 31-3492,KI,89,333,73,164,0,2
BEL 48-0171,KI,129,396,102,234,0,3
BEL 48-0170,KI,73,225,53,128,0,2
BEL 48-0177,KI,142,408,91,236,0,3
BEL 48-0178,KI,75,406,59,134,0,0
SEA 46-1970,KI,84,250,77,161,0,0
BEL 41-2621,KI,135,528,115,251,0,1
SEA 43-1975,KI,35,439,27,63,0,1
SET 33-3104,KI,144,542,102,247,0,1
SET 33-3107,KI,163,680,115,281,0,3
SET 33-3100,KI,200,847,88,291,0,3
SET 33-3101,KI,145,366,79,228,0,4
SET 33-3102,KI,177,670,114,293,0,2
KIR 48-2598,KI,181,548,143,327,0,3
SEA 36-1769,KI,85,234,66,151,0,0
SHL 32-1228,KI,116,366,77,195,0,2
SNQ 05-3512,KI,250,823,219,472,0,3
SAM 45-3505,KI,196,573,133,329,0,0
SNQ 05-3511,KI,244,860,230,477,0,3
SNQ 05-3514,KI,189,648,164,358,0,5
SEA 36-2593,KI,88,289,86,174,0,0
SEA 37-1940,KI,133,536,131,268,0,4
SEA 43-2034,KI,124,424,126,253,0,3
BEL 41-2714,KI,205,711,162,372,0,5
SHL 32-3363,KI,79,373,84,164,0,1
KEN 33-3362,KI,103,365,71,174,0,0
BEL 41-2719,KI,181,520,108,289,0,0
SEA 46-1400,KI,106,425,113,221,0,2
SEA 46-1401,KI,171,686,137,311,0,3
SEA 32-3568,KI,236,849,143,383,1,3
SEA 46-1404,KI,115,441,100,217,0,2
SEA 36-2518,KI,114,425,131,246,0,1
SEA 36-2512,KI,149,505,178,331,0,4
SEA 36-2513,KI,144,434,156,301,0,1
SEA 36-2510,KI,133,352,86,221,0,2
SEA 36-2511,KI,131,430,180,311,0,0
SNQ 05-3633,KI,86,404,79,166,0,1
SEA 36-2517,KI,177,613,202,382,0,3
SEA 36-2514,KI,83,298,108,193,0,2
SEA 36-2515,KI,113,361,120,233,0,0
SEA 37-1619,KI,132,449,122,256,0,2
SEA 37-1618,KI,93,389,94,188,0,1
SEA 37-1613,KI,99,292,99,200,0,2
SEA 37-1612,KI,92,288,95,191,0,4
SEA 37-1611,KI,88,289,102,191,0,1
SEA 37-1610,KI,102,331,101,206,0,3
SEA 37-1617,KI,93,323,102,201,0,6
KLAHANIE,KI,122,468,139,264,0,3
SEA 37-1615,KI,115,343,87,205,0,3
SEA 37-1614,KI,73,260,82,155,0,0
SEA 36-1732,KI,138,449,139,278,0,1
SEA 36-1731,KI,122,404,108,230,0,0
SEA 36-1730,KI,97,385,124,222,0,1
SEA 36-1737,KI,103,416,88,193,0,2
SEA 36-1736,KI,107,341,101,209,0,1
SEA 36-1735,KI,79,252,81,160,0,0
SEA 36-1734,KI,150,497,134,286,0,2
SEA 36-1739,KI,108,309,96,207,0,3
SEA 36-1738,KI,94,295,95,190,0,1
KEN 05-3462,KI,0,0,0,0,0,0
SEA 37-1576,KI,127,435,57,186,0,2
SEA 37-1574,KI,104,417,72,179,0,3
SEA 37-1575,KI,70,377,52,124,0,2
SEA 37-1572,KI,99,307,78,180,0,3
SEA 37-1570,KI,159,659,141,304,0,4
SEA 37-1571,KI,133,432,112,250,0,5
SEA 37-1578,KI,87,413,82,172,0,3
SEA 37-1579,KI,57,247,47,108,0,4
BITTERROOT,KI,142,483,115,262,0,5
SEA 43-1818,KI,104,295,92,196,0,0
SEA 43-1819,KI,153,457,149,303,0,1
SEA 43-1817,KI,76,264,58,134,0,0
SEA 43-2059,KI,127,424,125,252,0,0
BUR 34-0344,KI,152,420,147,301,0,2
NEW 41-0878,KI,191,630,137,328,0,0
KIR 01-2457,KI,217,709,153,376,0,6
KIR 48-3401,KI,195,632,145,342,0,2
ROYAL,KI,82,320,81,163,0,0
PAC 30-2856,KI,147,686,79,230,0,4
BUR 34-0699,KI,271,823,210,489,0,8
HORSESHOE,KI,141,490,146,289,0,2
RED 45-2638,KI,148,442,84,235,0,3
SHL 32-0898,KI,88,295,89,177,0,0
BURTON,KI,77,241,85,163,0,1
SHL 32-0895,KI,120,484,98,218,0,0
SEA 43-1343,KI,93,355,120,215,0,2
KIR 48-0628,KI,203,664,150,356,0,3
KIR 48-0629,KI,208,587,136,344,0,0
M-I 41-2465,KI,96,330,110,208,0,2
ELECTIONS OFFICE,KI,1,9,0,1,0,0
SAM 41-2491,KI,212,707,150,367,0,5
SEA 36-1298,KI,111,337,133,246,0,2
TUK 11-2453,KI,97,510,81,180,0,2
M-V 05-3536,KI,141,572,133,275,0,1
EXCALIBUR,KI,140,403,82,226,0,4
KIR 48-2920,KI,98,381,90,189,0,1
TUK 11-1164,KI,169,660,141,312,0,2
SET 33-3074,KI,148,456,108,260,0,4
TUK 11-1166,KI,94,443,66,165,0,5
TUK 11-1167,KI,1,6,3,4,0,0
SEA 43-2549,KI,184,718,149,339,0,6
BEL 41-0175,KI,230,815,180,415,0,5
BEL 41-0176,KI,170,593,121,292,0,1
SEA 37-1590,KI,113,294,115,228,0,0
BEL 41-0179,KI,89,338,59,148,0,0
BEL 41-3371,KI,168,677,126,296,0,2
BEL 41-3370,KI,199,812,173,377,0,5
SEA 37-1594,KI,154,761,184,343,0,5
SEA 37-1596,KI,133,497,123,260,0,4
SEA 43-2542,KI,81,275,64,146,0,1
NPK 33-0857,KI,272,684,210,483,0,1
NPK 33-0854,KI,154,436,145,302,0,3
NPK 33-0855,KI,115,390,115,231,0,1
NPK 33-0852,KI,165,442,127,296,1,3
NPK 33-0853,KI,125,338,118,243,0,0
NPK 33-0851,KI,170,525,164,338,0,4
AUB 47-2551,KI,232,824,96,332,0,4
ELSOM,KI,186,586,165,353,0,2
SEA 46-2366,KI,115,451,121,241,0,5
BUR 33-0476,KI,207,764,167,378,0,4
CONNAUGHT,KI,192,615,141,337,0,4
AUB 47-3538,KI,208,719,155,366,0,3
AUB 47-3539,KI,131,436,111,245,0,3
GLASGOW,KI,147,601,107,255,0,1
ALPINE,KI,150,564,173,324,0,1
SAM 41-0909,KI,248,831,195,445,0,2
DES 33-2637,KI,135,499,84,221,0,2
CEDAR RIVER,KI,125,481,130,259,0,4
RNT 11-3162,KI,66,209,37,106,0,3
SEA 34-1410,KI,74,240,80,156,0,2
SEA 34-1411,KI,111,307,86,197,0,0
COALFIELD,KI,210,713,177,396,0,9
SEA 34-1413,KI,162,533,154,319,0,3
SEA 34-1414,KI,64,239,98,165,0,3
SEA 34-1415,KI,139,406,104,247,0,4
SEA 34-1416,KI,122,394,111,235,0,2
KEN 47-3300,KI,137,527,112,254,0,5
SEA 34-1418,KI,90,299,103,196,0,3
SEA 34-1419,KI,216,694,198,418,0,4
SEA 43-2052,KI,77,445,66,143,0,0
SAM 45-0536,KI,218,758,223,444,0,3
FALL CITY,KI,135,520,136,275,0,4
WOD 45-0926,KI,219,859,148,370,0,3
BRONSON,KI,251,785,246,499,0,2
BEL 41-1026,KI,199,652,122,323,0,2
SEA 46-1980,KI,109,381,148,257,0,0
FAIRMONT GLEN,KI,160,497,111,277,0,6
RNT 11-3555,KI,124,477,93,219,0,2
WALLACE,KI,108,454,84,194,0,2
SWAN LAKE,KI,200,684,178,378,0,0
KIR 45-2931,KI,119,409,68,191,0,4
KIR 45-2933,KI,96,350,71,167,0,0
KIR 45-2932,KI,163,472,100,266,0,3
MUCKLESHOOT,KI,34,395,20,54,0,0
RED 48-3415,KI,87,327,72,160,0,1
SEA 43-2109,KI,106,478,100,212,0,6
BEL 41-2945,KI,168,548,127,296,0,1
BEL 41-2943,KI,252,828,182,434,0,0
SEA 37-1884,KI,190,643,192,385,0,3
SHL 32-0368,KI,99,309,78,178,0,1
SEA 46-2379,KI,145,542,183,332,0,4
SEA 46-2378,KI,115,322,97,212,0,0
BEL 48-0223,KI,154,435,132,286,0,0
BEL 48-0221,KI,186,617,114,304,0,4
BEL 48-0227,KI,184,662,138,326,0,4
BEL 48-0226,KI,110,315,76,187,0,1
BEL 48-0225,KI,145,464,119,264,0,0
BEL 48-0224,KI,209,636,147,358,0,2
BUR 34-1064,KI,188,589,163,358,0,7
KEN 47-2568,KI,250,866,150,403,0,3
SEA 11-1597,KI,222,909,186,410,0,2
DES 33-2416,KI,152,484,87,242,0,3
SEA 36-1773,KI,138,644,144,285,0,3
KMR 46-1171,KI,175,588,104,281,0,2
BOT 01-1224,KI,251,748,158,414,0,5
MCCOY,KI,161,646,199,368,0,8
BEL 48-0160,KI,77,268,50,130,0,3
BEL 48-0162,KI,85,252,50,139,0,4
BEL 48-0163,KI,102,365,95,198,0,1
BEL 48-0164,KI,105,299,57,163,0,1
BEL 48-0165,KI,140,384,108,250,0,2
BEL 48-0166,KI,125,380,87,212,0,0
BEL 41-2386,KI,102,279,67,169,0,0
BEL 48-0168,KI,80,255,54,134,0,0
BEL 48-0169,KI,106,361,87,195,0,2
BRITTANY,KI,191,592,127,321,0,3
KEN 33-3553,KI,124,557,70,194,0,0
SEA 46-2363,KI,118,380,94,213,0,1
AUB 47-3455,KI,130,439,98,229,0,1
SHL 32-1236,KI,84,268,63,148,0,1
BEL 41-2428,KI,195,739,156,351,0,0
BOT 01-0261,KI,202,634,171,378,0,5
SEA 46-2367,KI,125,449,104,229,0,0
SEA 46-2364,KI,104,355,80,185,0,1
SNQ 05-3560,KI,148,502,111,263,0,4
BEL 41-2812,KI,94,350,84,180,0,2
KMR 46-0572,KI,206,629,148,356,0,2
KMR 46-0573,KI,234,726,121,361,0,6
LFP 46-3380,KI,209,579,157,368,0,2
DES 33-0016,KI,101,281,78,180,0,1
EASTWOOD,KI,161,487,118,281,0,2
GREEN VALLEY,KI,114,370,109,223,0,0
ISS 05-0543,KI,178,622,134,314,0,2
SEA 37-1609,KI,100,414,141,242,0,1
ISS 05-0547,KI,96,327,94,191,0,1
ISS 05-0546,KI,75,220,45,121,0,1
ISS 05-0545,KI,95,316,74,172,0,3
ISS 05-0544,KI,177,647,115,295,0,3
