Row Label,County,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in,Dan Satterberg
SEA 34-1510,KI,392,101,228,0,7,120
SEA 34-1513,KI,663,122,312,0,11,179
SEA 34-1512,KI,269,68,149,0,5,76
SEA 34-1519,KI,327,73,192,0,7,112
SEA 34-1518,KI,260,70,156,0,5,81
RNT 11-0354,KI,491,63,227,0,5,159
SET 33-3618,KI,325,33,125,0,7,85
ISS 05-3572,KI,855,125,331,0,6,200
SHL 32-3556,KI,436,84,239,0,13,142
GRIFFITH,KI,576,96,288,0,3,189
M-I 41-0796,KI,561,96,268,0,4,168
M-I 41-0797,KI,373,58,199,0,9,132
M-I 41-0794,KI,399,76,257,0,2,179
M-I 41-0795,KI,508,93,319,0,5,221
M-I 41-0792,KI,297,57,186,0,0,129
M-I 41-0793,KI,596,112,366,0,7,247
KEN 47-3136,KI,293,28,119,0,4,87
M-I 41-0791,KI,259,36,156,0,1,119
SAM 45-3213,KI,558,90,295,0,2,203
SAM 45-3216,KI,710,98,362,0,10,254
SAM 45-3217,KI,641,137,424,0,1,286
SHL 32-0024,KI,449,89,269,0,6,174
THRUSH,KI,275,47,144,0,3,94
KEN 47-3352,KI,0,0,0,0,0,0
M-I 41-0778,KI,320,64,215,0,1,150
M-I 41-0779,KI,497,111,331,0,5,215
SHL 32-0510,KI,645,138,371,0,3,230
M-I 41-0770,KI,277,62,173,0,0,111
M-I 41-0771,KI,258,41,149,0,2,106
M-I 41-0773,KI,315,53,180,0,2,125
M-I 41-0774,KI,453,89,288,0,0,199
M-I 41-0775,KI,491,111,313,0,4,198
M-I 41-0776,KI,331,66,213,0,3,144
M-I 41-0777,KI,492,98,291,0,0,193
SHL 32-0277,KI,241,52,132,0,1,79
SEA 37-3416,KI,502,49,134,1,15,69
RNT 33-3535,KI,697,83,282,0,2,197
SEA 37-3639,KI,303,81,191,0,5,105
SEA 43-1277,KI,541,119,282,0,6,157
SEA 37-3636,KI,786,102,296,0,15,179
SEA 43-1275,KI,275,83,200,0,6,111
SAM 45-2965,KI,586,106,324,0,2,216
SEA 43-1272,KI,437,131,285,0,2,152
SAM 45-2961,KI,531,100,318,0,2,216
SAM 45-2963,KI,774,131,448,0,7,310
FED 30-3018,KI,327,43,155,0,7,105
FED 30-3019,KI,427,76,231,0,4,151
FED 30-3017,KI,715,114,458,0,5,339
FED 30-3014,KI,461,70,277,0,2,205
FED 30-3015,KI,398,68,241,0,2,171
FED 30-3012,KI,301,76,194,0,3,115
FED 30-3013,KI,266,36,124,0,3,85
FED 30-3010,KI,335,58,197,0,3,136
FED 30-3011,KI,343,37,138,0,0,101
RNT 37-0965,KI,708,108,346,0,8,230
ISS 41-1208,KI,649,110,369,0,5,254
SIERRA,KI,690,111,373,0,4,258
SEA 46-1978,KI,501,116,328,0,2,210
SHL 32-0274,KI,288,63,186,0,1,122
KEN 47-0482,KI,671,76,301,0,6,219
SEA 43-2028,KI,423,119,280,0,5,156
SEA 43-2029,KI,706,188,488,0,13,287
SEA 43-2026,KI,356,115,239,0,0,124
SEA 43-2027,KI,292,86,202,0,2,114
SEA 43-2024,KI,336,93,201,0,5,103
SEA 43-2025,KI,556,180,360,0,6,174
SEA 43-2023,KI,388,105,224,0,9,110
SEA 43-2020,KI,374,108,249,0,4,137
SEA 43-2021,KI,797,210,506,0,20,276
BEL 48-0198,KI,846,115,375,0,7,253
BEL 48-0191,KI,300,56,146,0,1,89
BEL 48-0190,KI,443,71,192,0,6,115
BEL 48-0193,KI,407,80,205,0,2,123
BEL 48-0192,KI,364,74,207,0,0,133
CAMAS,KI,719,120,442,0,7,315
BEL 48-0194,KI,287,41,159,0,1,117
BEL 48-0196,KI,302,37,174,0,0,137
FED 30-3305,KI,402,28,102,0,1,73
FAIRWOOD,KI,267,39,176,0,1,136
RATTLESNAKE,KI,605,104,333,0,8,221
SHL 32-1080,KI,258,41,134,0,2,91
B-D 05-3310,KI,492,81,273,0,8,184
SEA 43-2110,KI,452,93,186,0,7,86
KEN 33-2699,KI,401,60,198,0,3,135
SEA 43-2115,KI,527,59,134,0,6,69
SHL 32-0378,KI,305,61,150,0,2,87
RED 48-0938,KI,288,39,106,0,2,65
KIR 45-2560,KI,705,96,308,0,5,207
SEA 46-1964,KI,499,100,247,0,5,142
FOUR LAKES,KI,733,136,403,0,4,263
SEA 43-2239,KI,566,172,389,0,8,209
SAM 45-2791,KI,637,134,411,0,11,266
SEA 43-2237,KI,568,147,352,0,9,196
SEA 34-2501,KI,381,86,244,0,3,155
SEA 36-2532,KI,416,98,273,0,5,170
SEA 36-2533,KI,431,114,267,0,14,139
SEA 36-2534,KI,547,134,315,0,9,172
PATTERSON,KI,861,143,505,0,6,356
SEA 36-2536,KI,567,149,329,0,22,158
SHEFFIELD,KI,447,73,288,0,1,214
KILLARNEY,KI,466,85,264,0,7,172
RNT 11-1012,KI,589,83,242,0,9,150
M-I 41-2445,KI,496,97,292,0,3,192
SET 33-3057,KI,607,77,267,0,5,185
M-V 05-3373,KI,662,120,360,0,12,228
RNT 11-2854,KI,583,62,225,0,7,156
SEA 37-1558,KI,702,129,273,0,2,142
SEA 37-1559,KI,338,32,108,0,6,70
KIR 48-2863,KI,417,78,233,0,1,154
COV 47-0313,KI,428,67,241,0,6,168
SEA 37-1555,KI,410,72,190,0,9,109
LANGSTON,KI,587,92,254,0,8,154
BOT 01-3321,KI,430,79,293,0,1,213
SEA 37-1553,KI,388,92,206,0,8,106
DES 33-2674,KI,552,78,250,0,10,162
SEA 37-1824,KI,394,109,246,0,11,126
KIR 48-3196,KI,428,85,233,0,3,145
SEA 37-1827,KI,558,96,270,0,6,168
SEA 37-1823,KI,209,12,44,0,3,29
SEA 43-1835,KI,688,110,417,0,9,298
KEN 47-3652,KI,463,56,219,0,3,160
RIVERBEND,KI,762,119,345,0,2,224
DES 33-2671,KI,834,119,488,0,6,363
AUB 47-3260,KI,886,106,485,0,4,375
DES 33-2673,KI,366,50,167,0,1,116
M-I 41-0786,KI,255,59,166,0,1,106
KIR 48-2919,KI,412,57,207,0,2,148
BEL 41-0518,KI,266,41,172,0,1,130
KMR 46-2765,KI,715,118,363,0,2,243
KMR 46-2764,KI,269,55,155,0,4,96
M-I 41-0788,KI,372,73,234,0,0,161
KIR 48-2913,KI,700,85,337,0,9,243
KIR 48-2914,KI,723,143,399,0,6,250
MOUNT CLARE,KI,571,91,348,0,6,251
SAM 45-2575,KI,770,123,496,0,10,363
SEA 46-1962,KI,295,88,208,0,1,119
SEA 37-1950,KI,187,22,67,0,0,45
JUTLAND,KI,85,20,40,0,0,20
KIR 48-0642,KI,430,91,253,0,2,160
KIR 48-0643,KI,314,37,141,0,2,102
KIR 48-0641,KI,370,71,221,0,1,149
KIR 48-0646,KI,511,96,305,0,5,204
SAM 41-2942,KI,726,111,385,0,2,272
KIR 48-0644,KI,716,116,393,0,4,273
KIR 48-0645,KI,230,47,127,0,2,78
SEA 37-1903,KI,312,93,218,0,7,118
M-V 05-2841,KI,385,35,188,0,1,152
N-B 05-2683,KI,706,95,351,0,8,248
PROVAN,KI,551,102,340,0,2,236
TWIN PEAKS,KI,700,146,401,0,1,254
BEL 48-1023,KI,322,72,206,0,2,132
SAM 41-0816,KI,687,114,385,0,2,269
SHL 32-0462,KI,421,71,207,0,7,129
RNT 11-0964,KI,557,94,260,0,2,164
RNT 11-0962,KI,309,37,127,0,4,86
SEA 34-1529,KI,266,68,132,0,2,62
KIR 01-2678,KI,695,129,375,0,6,240
SEA 46-2128,KI,542,103,247,0,7,137
B-D 05-0240,KI,419,56,207,0,3,148
KIR 48-0614,KI,751,136,384,0,2,246
SEA 43-2048,KI,376,103,214,0,7,104
KIR 01-2923,KI,642,122,311,0,9,180
SEA 43-2049,KI,453,109,208,0,5,94
AUB 47-3518,KI,640,109,309,0,3,197
DARWOOD,KI,472,82,285,0,3,200
SEA 36-1757,KI,262,91,166,0,2,73
SEA 43-1874,KI,608,153,343,0,13,177
SEA 36-1759,KI,274,88,169,0,3,78
NEW 41-3578,KI,396,44,156,0,3,109
BUR 34-1104,KI,325,58,186,0,3,125
SEA 46-2286,KI,437,117,279,0,4,158
SEA 46-2280,KI,645,182,396,0,9,205
HOLLYMORE,KI,525,117,337,0,5,215
SEA 46-2282,KI,653,194,429,0,12,223
SHL 32-0267,KI,607,107,299,0,7,185
SEA 46-2289,KI,338,116,203,0,5,82
LFP 46-1186,KI,436,94,250,0,5,151
DENVER,KI,588,59,229,0,6,164
PEGGY,KI,775,104,390,0,5,281
SEA 34-1508,KI,295,69,182,0,4,109
SEA 34-1509,KI,281,76,177,1,1,99
GLENDALE,KI,764,90,289,0,6,193
SEA 34-1500,KI,584,156,328,0,5,167
SEA 34-1501,KI,369,91,248,0,6,151
SEA 34-1506,KI,299,65,183,0,4,114
SEA 34-1507,KI,357,98,230,0,3,129
SEA 34-1504,KI,418,114,267,0,6,147
SEA 46-2304,KI,369,91,233,0,4,138
WANDA,KI,417,59,205,0,5,141
TIGER MTN,KI,742,130,447,0,5,312
SEA 46-2305,KI,364,110,253,0,5,138
SEA 46-2307,KI,313,90,215,0,4,121
LFP 46-1237,KI,419,96,275,0,6,173
KIR 45-2917,KI,603,78,254,0,7,169
KIR 45-2916,KI,321,57,175,0,5,113
BUR 34-1032,KI,511,89,263,1,3,170
KEN 47-2985,KI,571,57,198,0,6,135
KIR 45-2912,KI,419,45,165,0,5,115
KIR 45-2911,KI,309,56,139,0,7,76
KIR 45-2910,KI,421,81,248,0,3,164
SEA 46-2359,KI,341,78,203,0,5,120
SEA 46-2358,KI,846,199,494,0,13,282
SEA 46-2302,KI,408,117,265,0,2,146
SEA 37-2686,KI,604,127,291,0,18,146
COUNTRYSIDE,KI,667,73,280,0,1,206
SEA 46-2352,KI,338,91,181,0,9,81
SEA 46-2351,KI,314,97,200,0,5,98
SEA 37-3159,KI,845,141,383,0,17,225
SEA 46-2357,KI,472,138,309,0,7,164
SEA 46-2355,KI,354,84,224,0,4,136
FAIRWEATHER,KI,269,53,164,0,0,111
SAM 41-3384,KI,764,113,391,0,4,274
SAM 41-3385,KI,616,95,328,0,5,228
KIR 45-3198,KI,492,57,182,0,3,122
KIR 45-3199,KI,416,81,241,0,1,159
CROW,KI,389,70,197,0,4,123
KEN 33-3378,KI,725,94,333,0,4,235
SEALTH,KI,378,100,229,0,5,124
BOT 01-1207,KI,553,92,282,0,4,186
BEL 48-0188,KI,472,84,244,0,2,158
BEL 48-0189,KI,523,75,232,0,3,154
BEL 48-0186,KI,277,55,165,0,3,107
RING HILL,KI,757,174,488,0,4,310
FED 30-3372,KI,450,73,227,0,4,150
SHL 32-2552,KI,444,85,247,0,2,160
SEA 43-1365,KI,459,133,262,0,6,123
SEA 34-1448,KI,270,64,181,0,6,111
GREEN RIVER,KI,482,77,261,0,1,183
COV 47-0279,KI,832,98,369,0,4,267
EVERGREEN,KI,716,86,261,0,6,169
N-B 05-0859,KI,487,102,291,0,5,184
N-B 05-0858,KI,469,78,222,0,2,142
SEA 34-1442,KI,380,87,207,0,1,119
SAM 41-1130,KI,651,88,283,0,2,193
KEN 47-0842,KI,796,105,368,0,6,257
KIR 45-3200,KI,455,62,209,0,5,142
BOT 01-0868,KI,650,90,292,0,1,201
HUSKY,KI,650,116,340,0,2,222
SNQ 05-3645,KI,0,0,0,0,0,0
SEA 36-2505,KI,324,85,228,0,2,141
SEA 36-2504,KI,303,101,213,0,2,110
SEA 36-2507,KI,283,74,180,0,8,98
SEA 36-2506,KI,311,90,202,0,1,111
SEA 36-2503,KI,305,83,196,0,1,112
SEA 36-2502,KI,378,117,284,0,6,161
SEA 36-2509,KI,403,113,260,0,6,141
SEA 36-2508,KI,427,117,293,0,4,172
QUAIL,KI,235,30,131,0,4,97
KEN 47-0601,KI,733,67,291,0,8,216
KEN 47-0600,KI,131,5,46,0,0,41
COV 47-3517,KI,263,36,168,0,2,130
SHL 32-1140,KI,240,50,130,0,0,80
RNT 11-2844,KI,845,119,354,0,8,227
RNT 11-2845,KI,548,65,221,0,9,147
SEA 36-3586,KI,801,170,407,0,23,214
KEN 47-0026,KI,357,30,169,0,1,138
SEA 37-1563,KI,323,40,111,0,3,68
SEA 37-1565,KI,331,76,172,0,2,94
SEA 37-1564,KI,396,82,227,0,7,138
ANGEL CITY,KI,745,117,299,0,12,170
SEA 37-1566,KI,327,66,176,0,6,104
SEA 37-1568,KI,434,64,179,0,4,111
SEA 43-2083,KI,422,106,215,0,6,103
KEN 47-0028,KI,533,89,275,0,4,182
KMR 46-3148,KI,671,108,320,0,12,200
SEA 46-2619,KI,539,129,279,0,7,143
SEA 46-2500,KI,360,75,209,0,8,126
MCKINLEY,KI,351,37,118,0,8,73
WOODSIDE,KI,580,70,259,0,6,183
BUR 34-0377,KI,607,83,293,0,3,207
AUB 47-3187,KI,432,61,201,0,4,136
KMR 46-0820,KI,365,70,212,0,2,140
KMR 46-2771,KI,699,124,412,0,9,279
DES 33-1146,KI,591,89,299,0,4,206
LFP 46-0309,KI,582,127,386,0,8,251
KIR 48-2921,KI,418,85,231,0,6,140
KIR 48-3439,KI,531,103,324,0,2,219
KIR 48-2922,KI,504,100,242,0,3,139
KEN 11-0918,KI,605,75,257,0,5,177
CUMBERLAND,KI,345,43,195,0,6,146
VEAZIE,KI,619,102,356,0,4,250
LFP 46-0003,KI,477,105,273,0,3,165
KIR 48-0639,KI,387,56,218,0,5,157
KIR 48-0638,KI,551,88,281,0,1,192
KIR 48-0636,KI,449,66,248,0,5,177
KIR 48-0633,KI,468,80,285,0,5,200
BOT 01-0262,KI,779,116,367,0,5,246
BOT 01-0260,KI,769,128,482,0,4,350
AUB 47-3324,KI,577,54,360,0,1,305
SEA 36-2117,KI,336,98,223,0,4,121
SEA 46-1310,KI,397,91,229,0,13,125
KIR 01-0421,KI,724,155,468,0,7,306
KIR 01-0422,KI,612,100,309,0,6,203
RNT 11-0978,KI,506,81,223,0,1,141
RNT 11-0979,KI,284,29,100,0,2,69
RNT 11-0975,KI,861,99,339,0,10,230
RNT 11-0970,KI,246,40,108,0,0,68
RNT 11-0971,KI,579,112,291,0,6,173
RNT 11-0973,KI,542,75,245,0,2,168
SEA 37-1589,KI,290,103,217,0,11,103
SEA 37-1588,KI,244,82,159,0,3,74
SEA 43-1291,KI,684,242,487,0,12,233
SEA 37-1583,KI,700,152,382,1,12,217
SEA 37-1582,KI,715,117,291,0,12,162
SEA 37-1580,KI,333,61,160,0,7,92
SEA 37-1587,KI,311,81,195,0,4,110
SEA 37-1586,KI,373,112,251,0,12,127
SEA 36-3566,KI,579,117,307,0,9,181
SEA 37-1584,KI,332,107,210,0,8,95
SEA 43-2040,KI,476,113,214,0,10,91
NPK 33-0849,KI,380,81,254,0,4,169
TWO RIVERS,KI,779,133,465,0,10,322
FED 30-3004,KI,442,48,188,0,4,136
MEANDER,KI,581,88,340,0,1,251
SPIDER LAKE,KI,755,83,387,0,3,301
ISS 05-3559,KI,907,152,529,0,2,375
ISS 05-3552,KI,742,130,308,0,6,172
MARYMOOR,KI,0,0,0,0,0,0
HILL,KI,493,86,312,0,5,221
RUSS,KI,24,4,11,0,1,6
RED 48-2642,KI,263,39,117,0,1,77
RED 48-2641,KI,645,115,396,0,5,276
RED 48-2640,KI,356,77,208,0,4,127
SEA 46-2292,KI,505,120,288,0,2,166
SEA 46-2293,KI,441,139,292,0,8,145
SEA 34-1409,KI,422,101,270,0,4,165
SEA 34-1408,KI,708,151,481,0,10,320
SEA 46-2296,KI,391,95,237,0,7,135
SEA 46-2297,KI,283,82,169,0,6,81
BUR 34-1136,KI,218,49,137,0,0,88
SEA 43-1333,KI,340,105,229,0,6,118
SEA 43-1332,KI,385,129,267,0,6,132
SEA 43-1331,KI,366,97,224,0,7,120
SEA 43-1330,KI,404,103,238,0,9,126
M-I 41-0756,KI,738,128,402,0,7,267
M-I 41-0757,KI,403,75,231,0,4,152
SEA 43-1335,KI,637,189,377,0,3,185
LUND,KI,740,103,409,0,2,304
KMR 46-0036,KI,649,118,383,0,6,259
M-I 41-0758,KI,284,59,175,0,4,112
M-I 41-0759,KI,379,58,211,0,1,152
SHAMROCK,KI,693,127,332,0,7,198
SEA 36-3587,KI,590,123,273,0,9,141
N-B 05-3407,KI,628,112,381,0,7,262
WOD 45-2680,KI,627,114,384,0,4,266
WABASH,KI,320,46,189,0,2,141
SEA 43-3424,KI,407,104,219,0,4,111
BEL 41-0011,KI,346,49,117,0,3,65
BEL 41-0017,KI,594,98,270,0,7,165
RED 48-2467,KI,398,75,215,0,2,138
RED 48-2466,KI,749,163,460,0,7,290
SEA 37-1567,KI,332,69,156,0,2,85
STEED,KI,759,118,501,0,3,380
SEA 37-3617,KI,553,89,235,0,12,134
SEA 43-3571,KI,464,62,156,0,7,87
CAMPBELL HILL,KI,642,96,250,0,9,145
SEA 34-1258,KI,341,79,225,0,3,143
SEA 34-1259,KI,328,76,205,0,3,126
BEL 41-2936,KI,485,78,264,0,5,181
BEL 41-2935,KI,526,95,264,0,3,166
SEA 46-2348,KI,274,81,161,0,1,79
SEA 46-2349,KI,382,98,220,0,5,117
SEA 46-2340,KI,680,183,381,0,13,185
SEA 46-2341,KI,569,144,349,0,8,197
SEA 46-2342,KI,406,79,187,0,5,103
SEA 46-2343,KI,341,89,194,0,5,100
SEA 46-2344,KI,760,127,329,0,11,191
BEL 41-2447,KI,527,93,303,0,4,206
SEA 46-2346,KI,364,85,193,0,7,101
SEA 46-2347,KI,519,125,281,0,11,145
TRILLIUM,KI,799,134,476,0,3,339
LORA,KI,607,108,343,0,2,233
ALG 30-3141,KI,523,48,222,0,5,169
KEN 47-1076,KI,668,91,301,0,4,206
COV 47-1203,KI,885,114,421,0,4,303
KEN 33-2567,KI,369,54,187,0,6,127
KEN 33-2569,KI,856,103,390,0,9,278
KMR 46-1147,KI,764,140,368,0,5,223
VASHON,KI,390,109,215,0,5,101
ENM 31-3492,KI,333,46,164,0,2,116
BEL 48-0171,KI,396,72,234,0,6,156
BEL 48-0170,KI,225,37,128,0,2,89
BEL 48-0177,KI,408,65,236,0,6,165
BEL 48-0178,KI,406,49,134,0,5,80
SEA 46-1970,KI,250,56,161,0,0,105
BEL 41-2621,KI,528,78,251,0,3,170
SEA 43-1975,KI,439,24,63,0,3,36
SET 33-3104,KI,542,81,247,0,2,164
SET 33-3107,KI,680,94,281,0,9,178
SET 33-3100,KI,847,75,291,0,7,209
SET 33-3101,KI,366,64,228,0,5,159
SET 33-3102,KI,670,82,293,0,14,197
KIR 48-2598,KI,548,99,327,0,2,226
SEA 36-1769,KI,234,64,151,0,3,84
SHL 32-1228,KI,366,59,195,0,3,133
SNQ 05-3512,KI,823,144,472,0,2,326
SAM 45-3505,KI,573,93,329,0,3,233
SNQ 05-3511,KI,860,113,477,0,9,355
SNQ 05-3514,KI,648,103,358,0,3,252
SEA 36-2593,KI,289,72,174,0,6,96
SEA 37-1940,KI,536,123,268,0,12,133
SEA 43-2034,KI,424,123,253,0,5,125
BEL 41-2714,KI,711,113,372,0,7,252
SHL 32-3363,KI,373,74,164,0,4,86
KEN 33-3362,KI,365,53,174,0,1,120
BEL 41-2719,KI,520,71,289,0,0,218
SEA 46-1400,KI,425,99,221,0,2,120
SEA 46-1401,KI,686,118,311,0,10,183
SEA 32-3568,KI,849,138,383,0,15,230
SEA 46-1404,KI,441,104,217,0,4,109
SEA 36-2518,KI,425,108,246,0,5,133
SEA 36-2512,KI,505,159,331,0,4,168
SEA 36-2513,KI,434,133,301,0,4,164
SEA 36-2510,KI,352,83,221,0,7,131
SEA 36-2511,KI,430,138,311,0,1,172
SNQ 05-3633,KI,404,53,166,0,0,113
SEA 36-2517,KI,613,169,382,0,6,207
SEA 36-2514,KI,298,71,193,0,2,120
SEA 36-2515,KI,361,101,233,0,8,124
SEA 37-1619,KI,449,130,256,0,8,118
SEA 37-1618,KI,389,85,188,0,5,98
SEA 37-1613,KI,292,93,200,0,3,104
SEA 37-1612,KI,288,73,191,0,10,108
SEA 37-1611,KI,289,96,191,0,7,88
SEA 37-1610,KI,331,121,206,0,9,76
SEA 37-1617,KI,323,91,201,0,12,98
KLAHANIE,KI,468,90,264,0,2,172
SEA 37-1615,KI,343,92,205,0,11,102
SEA 37-1614,KI,260,67,155,0,2,86
SEA 36-1732,KI,449,107,278,0,3,168
SEA 36-1731,KI,404,94,230,0,2,134
SEA 36-1730,KI,385,94,222,0,3,125
SEA 36-1737,KI,416,78,193,1,2,112
SEA 36-1736,KI,341,82,209,0,5,122
SEA 36-1735,KI,252,56,160,0,2,102
SEA 36-1734,KI,497,116,286,0,7,163
SEA 36-1739,KI,309,78,207,0,5,124
SEA 36-1738,KI,295,79,190,0,3,108
KEN 05-3462,KI,0,0,0,0,0,0
SEA 37-1576,KI,435,57,186,0,3,126
SEA 37-1574,KI,417,72,179,0,6,101
SEA 37-1575,KI,377,45,124,0,6,73
SEA 37-1572,KI,307,88,180,0,9,83
SEA 37-1570,KI,659,129,304,0,7,168
SEA 37-1571,KI,432,98,250,0,8,144
SEA 37-1578,KI,413,69,172,0,14,89
SEA 37-1579,KI,247,35,108,0,5,68
BITTERROOT,KI,483,74,262,0,6,182
SEA 43-1818,KI,295,44,196,0,0,152
SEA 43-1819,KI,457,96,303,0,3,204
SEA 43-1817,KI,264,46,134,0,2,86
SEA 43-2059,KI,424,112,252,0,7,133
BUR 34-0344,KI,420,91,301,0,2,208
NEW 41-0878,KI,630,90,328,0,8,230
KIR 01-2457,KI,709,113,376,0,5,258
KIR 48-3401,KI,632,111,342,0,3,228
ROYAL,KI,320,49,163,0,0,114
PAC 30-2856,KI,686,64,230,0,5,161
BUR 34-0699,KI,823,138,489,0,12,339
HORSESHOE,KI,490,77,289,0,9,203
RED 45-2638,KI,442,62,235,0,8,165
SHL 32-0898,KI,295,59,177,0,3,115
BURTON,KI,241,69,163,0,3,91
SHL 32-0895,KI,484,93,218,0,9,116
SEA 43-1343,KI,355,116,215,0,1,98
KIR 48-0628,KI,664,119,356,0,5,232
KIR 48-0629,KI,587,119,344,0,5,220
M-I 41-2465,KI,330,77,208,0,7,124
ELECTIONS OFFICE,KI,9,0,1,0,0,1
SAM 41-2491,KI,707,100,367,0,16,251
SEA 36-1298,KI,337,112,246,0,4,130
TUK 11-2453,KI,510,80,180,0,6,94
M-V 05-3536,KI,572,82,275,0,2,191
EXCALIBUR,KI,403,52,226,0,1,173
KIR 48-2920,KI,381,70,189,0,0,119
TUK 11-1164,KI,660,127,312,0,10,175
SET 33-3074,KI,456,69,260,0,6,185
TUK 11-1166,KI,443,60,165,0,8,97
TUK 11-1167,KI,6,1,4,0,0,3
SEA 43-2549,KI,718,156,339,0,19,164
BEL 41-0175,KI,815,120,415,0,8,287
BEL 41-0176,KI,593,88,292,0,2,202
SEA 37-1590,KI,294,100,228,0,10,118
BEL 41-0179,KI,338,48,148,0,2,98
BEL 41-3371,KI,677,83,296,0,6,207
BEL 41-3370,KI,812,116,377,0,8,253
SEA 37-1594,KI,761,169,343,0,12,162
SEA 37-1596,KI,497,104,260,0,6,150
SEA 43-2542,KI,275,61,146,0,6,79
NPK 33-0857,KI,684,121,483,0,4,358
NPK 33-0854,KI,436,84,302,0,0,218
NPK 33-0855,KI,390,66,231,0,1,164
NPK 33-0852,KI,442,65,296,0,6,225
NPK 33-0853,KI,338,46,243,0,1,196
NPK 33-0851,KI,525,99,338,0,6,233
AUB 47-2551,KI,824,87,332,0,13,232
ELSOM,KI,586,113,353,0,1,239
SEA 46-2366,KI,451,116,241,0,7,118
BUR 33-0476,KI,764,117,378,0,8,253
CONNAUGHT,KI,615,79,337,0,8,250
AUB 47-3538,KI,719,100,366,0,11,255
AUB 47-3539,KI,436,81,245,0,6,158
GLASGOW,KI,601,95,255,0,6,154
ALPINE,KI,564,103,324,0,2,219
SAM 41-0909,KI,831,121,445,0,3,321
DES 33-2637,KI,499,74,221,0,3,144
CEDAR RIVER,KI,481,92,259,0,7,160
RNT 11-3162,KI,209,36,106,0,3,67
SEA 34-1410,KI,240,57,156,0,2,97
SEA 34-1411,KI,307,71,197,0,0,126
COALFIELD,KI,713,114,396,0,6,276
SEA 34-1413,KI,533,141,319,0,3,175
SEA 34-1414,KI,239,74,165,0,1,90
SEA 34-1415,KI,406,89,247,0,8,150
SEA 34-1416,KI,394,95,235,0,4,136
KEN 47-3300,KI,527,69,254,0,4,181
SEA 34-1418,KI,299,86,196,0,5,105
SEA 34-1419,KI,694,158,418,0,6,254
SEA 43-2052,KI,445,59,143,0,6,78
SAM 45-0536,KI,758,131,444,0,5,308
FALL CITY,KI,520,85,275,0,3,187
WOD 45-0926,KI,859,112,370,0,7,251
BRONSON,KI,785,148,499,0,2,349
BEL 41-1026,KI,652,99,323,0,7,217
SEA 46-1980,KI,381,92,257,0,0,165
FAIRMONT GLEN,KI,497,69,277,0,9,199
RNT 11-3555,KI,477,56,219,0,3,160
WALLACE,KI,454,81,194,0,5,108
SWAN LAKE,KI,684,131,378,0,8,239
KIR 45-2931,KI,409,53,191,0,3,135
KIR 45-2933,KI,350,59,167,0,0,108
KIR 45-2932,KI,472,73,266,0,1,192
MUCKLESHOOT,KI,395,17,54,0,0,37
RED 48-3415,KI,327,57,160,0,1,102
SEA 43-2109,KI,478,103,212,0,12,97
BEL 41-2945,KI,548,83,296,0,5,208
BEL 41-2943,KI,828,136,434,0,1,297
SEA 37-1884,KI,643,192,385,0,16,177
SHL 32-0368,KI,309,57,178,0,2,119
SEA 46-2379,KI,542,161,332,0,9,162
SEA 46-2378,KI,322,70,212,0,5,137
BEL 48-0223,KI,435,91,286,0,4,191
BEL 48-0221,KI,617,79,304,0,6,219
BEL 48-0227,KI,662,111,326,0,6,209
BEL 48-0226,KI,315,48,187,0,4,135
BEL 48-0225,KI,464,66,264,0,5,193
BEL 48-0224,KI,636,113,358,0,1,244
BUR 34-1064,KI,589,117,358,0,5,236
KEN 47-2568,KI,866,99,403,0,7,297
SEA 11-1597,KI,909,177,410,0,9,224
DES 33-2416,KI,484,68,242,0,2,172
SEA 36-1773,KI,644,113,285,0,13,159
KMR 46-1171,KI,588,81,281,0,7,193
BOT 01-1224,KI,748,105,414,0,5,304
MCCOY,KI,646,114,368,0,6,248
BEL 48-0160,KI,268,41,130,0,6,83
BEL 48-0162,KI,252,36,139,0,4,99
BEL 48-0163,KI,365,63,198,0,3,132
BEL 48-0164,KI,299,51,163,0,4,108
BEL 48-0165,KI,384,73,250,0,4,173
BEL 48-0166,KI,380,52,212,0,1,159
BEL 41-2386,KI,279,30,169,0,0,139
BEL 48-0168,KI,255,38,134,0,2,94
BEL 48-0169,KI,361,48,195,0,4,143
BRITTANY,KI,592,81,321,0,5,235
KEN 33-3553,KI,557,64,194,0,2,128
SEA 46-2363,KI,380,86,213,0,5,122
AUB 47-3455,KI,439,49,229,0,3,177
SHL 32-1236,KI,268,53,148,0,5,90
BEL 41-2428,KI,739,97,351,0,3,251
BOT 01-0261,KI,634,136,378,0,5,237
SEA 46-2367,KI,449,93,229,0,4,132
SEA 46-2364,KI,355,74,185,0,1,110
SNQ 05-3560,KI,502,64,263,0,4,195
BEL 41-2812,KI,350,66,180,0,1,113
KMR 46-0572,KI,629,122,356,0,1,233
KMR 46-0573,KI,726,121,361,0,9,231
LFP 46-3380,KI,579,134,368,0,7,227
DES 33-0016,KI,281,47,180,0,2,131
EASTWOOD,KI,487,88,281,0,7,186
GREEN VALLEY,KI,370,73,223,0,2,148
ISS 05-0543,KI,622,103,314,0,5,206
SEA 37-1609,KI,414,138,242,0,9,95
ISS 05-0547,KI,327,70,191,0,3,118
ISS 05-0546,KI,220,29,121,0,1,91
ISS 05-0545,KI,316,54,172,0,3,115
ISS 05-0544,KI,647,92,295,0,9,194
