Row Label,County,Mary E. Fairhurst,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 34-1510,KI,120,392,106,228,0,2
SEA 34-1513,KI,179,663,131,312,0,2
SEA 34-1512,KI,71,269,76,149,0,2
SEA 34-1519,KI,85,327,103,192,0,4
SEA 34-1518,KI,93,260,63,156,0,0
RNT 11-0354,KI,146,491,80,227,0,1
SET 33-3618,KI,84,325,36,125,0,5
ISS 05-3572,KI,189,855,140,331,0,2
SHL 32-3556,KI,150,436,84,239,0,5
GRIFFITH,KI,181,576,106,288,0,1
M-I 41-0796,KI,160,561,104,268,0,4
M-I 41-0797,KI,121,373,77,199,0,1
M-I 41-0794,KI,150,399,107,257,0,0
M-I 41-0795,KI,192,508,125,319,0,2
M-I 41-0792,KI,93,297,91,186,0,2
M-I 41-0793,KI,191,596,174,366,0,1
KEN 47-3136,KI,76,293,41,119,0,2
M-I 41-0791,KI,103,259,53,156,0,0
SAM 45-3213,KI,168,558,123,295,0,4
SAM 45-3216,KI,241,710,114,362,0,7
SAM 45-3217,KI,256,641,168,424,0,0
SHL 32-0024,KI,164,449,99,269,0,6
THRUSH,KI,88,275,56,144,0,0
KEN 47-3352,KI,0,0,0,0,0,0
M-I 41-0778,KI,112,320,102,215,0,1
M-I 41-0779,KI,168,497,162,331,0,1
SHL 32-0510,KI,206,645,162,371,0,3
M-I 41-0770,KI,89,277,84,173,0,0
M-I 41-0771,KI,85,258,63,149,0,1
M-I 41-0773,KI,96,315,84,180,0,0
M-I 41-0774,KI,161,453,126,288,0,1
M-I 41-0775,KI,162,491,150,313,0,1
M-I 41-0776,KI,118,331,93,213,0,2
M-I 41-0777,KI,157,492,133,291,0,1
SHL 32-0277,KI,81,241,50,132,0,1
SEA 37-3416,KI,78,502,47,134,0,9
RNT 33-3535,KI,184,697,97,282,0,1
SEA 37-3639,KI,111,303,79,191,0,1
SEA 43-1277,KI,164,541,113,282,0,5
SEA 37-3636,KI,186,786,105,296,0,5
SEA 43-1275,KI,114,275,84,200,0,2
SAM 45-2965,KI,180,586,142,324,0,2
SEA 43-1272,KI,159,437,125,285,0,1
SAM 45-2961,KI,188,531,127,318,0,3
SAM 45-2963,KI,244,774,195,448,0,9
FED 30-3018,KI,90,327,64,155,0,1
FED 30-3019,KI,122,427,102,231,0,7
FED 30-3017,KI,247,715,201,458,0,10
FED 30-3014,KI,159,461,117,277,0,1
FED 30-3015,KI,136,398,103,241,0,2
FED 30-3012,KI,103,301,90,194,0,1
FED 30-3013,KI,77,266,47,124,0,0
FED 30-3010,KI,114,335,69,197,0,14
FED 30-3011,KI,85,343,49,138,0,4
RNT 37-0965,KI,220,708,118,346,0,8
ISS 41-1208,KI,216,649,152,369,0,1
SIERRA,KI,208,690,162,373,0,3
SEA 46-1978,KI,182,501,146,328,0,0
SHL 32-0274,KI,112,288,73,186,0,1
KEN 47-0482,KI,180,671,120,301,0,1
SEA 43-2028,KI,166,423,114,280,0,0
SEA 43-2029,KI,286,706,201,488,0,1
SEA 43-2026,KI,136,356,102,239,0,1
SEA 43-2027,KI,103,292,98,202,0,1
SEA 43-2024,KI,108,336,93,201,0,0
SEA 43-2025,KI,192,556,165,360,0,3
SEA 43-2023,KI,107,388,114,224,0,3
SEA 43-2020,KI,132,374,117,249,0,0
SEA 43-2021,KI,292,797,210,506,0,4
BEL 48-0198,KI,226,846,149,375,0,0
BEL 48-0191,KI,77,300,69,146,0,0
BEL 48-0190,KI,103,443,89,192,0,0
BEL 48-0193,KI,119,407,84,205,0,2
BEL 48-0192,KI,113,364,94,207,0,0
CAMAS,KI,230,719,206,442,0,6
BEL 48-0194,KI,100,287,59,159,0,0
BEL 48-0196,KI,108,302,66,174,0,0
FED 30-3305,KI,68,402,33,102,0,1
FAIRWOOD,KI,100,267,76,176,0,0
RATTLESNAKE,KI,162,605,165,333,0,6
SHL 32-1080,KI,79,258,54,134,0,1
B-D 05-3310,KI,150,492,121,273,0,2
SEA 43-2110,KI,100,452,85,186,0,1
KEN 33-2699,KI,117,401,76,198,0,5
SEA 43-2115,KI,85,527,48,134,0,1
SHL 32-0378,KI,95,305,53,150,0,2
RED 48-0938,KI,59,288,46,106,0,1
KIR 45-2560,KI,182,705,125,308,0,1
SEA 46-1964,KI,150,499,97,247,0,0
FOUR LAKES,KI,203,733,199,403,0,1
SEA 43-2239,KI,208,566,180,389,0,1
SAM 45-2791,KI,235,637,175,411,0,1
SEA 43-2237,KI,203,568,145,352,0,4
SEA 34-2501,KI,129,381,112,244,0,3
SEA 36-2532,KI,142,416,127,273,0,4
SEA 36-2533,KI,134,431,129,267,0,4
SEA 36-2534,KI,164,547,148,315,0,3
PATTERSON,KI,272,861,231,505,0,2
SEA 36-2536,KI,169,567,157,329,0,3
SHEFFIELD,KI,165,447,120,288,0,3
KILLARNEY,KI,146,466,112,264,0,6
RNT 11-1012,KI,148,589,93,242,0,1
M-I 41-2445,KI,164,496,128,292,0,0
SET 33-3057,KI,147,607,117,267,0,3
M-V 05-3373,KI,188,662,163,360,0,9
RNT 11-2854,KI,139,583,84,225,0,2
SEA 37-1558,KI,145,702,127,273,0,1
SEA 37-1559,KI,82,338,25,108,0,1
KIR 48-2863,KI,128,417,104,233,0,1
COV 47-0313,KI,150,428,91,241,0,0
SEA 37-1555,KI,107,410,80,190,0,3
LANGSTON,KI,158,587,94,254,0,2
BOT 01-3321,KI,171,430,122,293,0,0
SEA 37-1553,KI,107,388,98,206,0,1
DES 33-2674,KI,148,552,100,250,0,2
SEA 37-1824,KI,135,394,107,246,0,4
KIR 48-3196,KI,130,428,102,233,0,1
SEA 37-1827,KI,177,558,91,270,0,2
SEA 37-1823,KI,32,209,11,44,0,1
SEA 43-1835,KI,278,688,136,417,0,3
KEN 47-3652,KI,150,463,68,219,0,1
RIVERBEND,KI,188,762,152,345,0,5
DES 33-2671,KI,312,834,174,488,0,2
AUB 47-3260,KI,299,886,184,485,0,2
DES 33-2673,KI,103,366,64,167,0,0
M-I 41-0786,KI,98,255,66,166,0,2
KIR 48-2919,KI,123,412,82,207,0,2
BEL 41-0518,KI,108,266,64,172,0,0
KMR 46-2765,KI,220,715,139,363,0,4
KMR 46-2764,KI,92,269,62,155,0,1
M-I 41-0788,KI,137,372,96,234,0,1
KIR 48-2913,KI,218,700,117,337,0,2
KIR 48-2914,KI,237,723,156,399,0,6
MOUNT CLARE,KI,215,571,131,348,0,2
SAM 45-2575,KI,298,770,193,496,0,5
SEA 46-1962,KI,105,295,103,208,0,0
SEA 37-1950,KI,50,187,16,67,0,1
JUTLAND,KI,22,85,18,40,0,0
KIR 48-0642,KI,137,430,116,253,0,0
KIR 48-0643,KI,85,314,53,141,0,3
KIR 48-0641,KI,121,370,98,221,0,2
KIR 48-0646,KI,168,511,137,305,0,0
SAM 41-2942,KI,209,726,175,385,0,1
KIR 48-0644,KI,221,716,170,393,0,2
KIR 48-0645,KI,68,230,59,127,0,0
SEA 37-1903,KI,116,312,102,218,0,0
M-V 05-2841,KI,110,385,78,188,0,0
N-B 05-2683,KI,213,706,129,351,0,9
PROVAN,KI,182,551,155,340,0,3
TWIN PEAKS,KI,205,700,192,401,0,4
BEL 48-1023,KI,113,322,93,206,0,0
SAM 41-0816,KI,210,687,172,385,0,3
SHL 32-0462,KI,108,421,95,207,0,4
RNT 11-0964,KI,147,557,113,260,0,0
RNT 11-0962,KI,89,309,35,127,0,3
SEA 34-1529,KI,67,266,64,132,0,1
KIR 01-2678,KI,231,695,142,375,0,2
SEA 46-2128,KI,138,542,106,247,0,3
B-D 05-0240,KI,117,419,86,207,0,4
KIR 48-0614,KI,236,751,148,384,0,0
SEA 43-2048,KI,105,376,107,214,0,2
KIR 01-2923,KI,182,642,125,311,0,4
SEA 43-2049,KI,110,453,96,208,0,2
AUB 47-3518,KI,164,640,145,309,0,0
DARWOOD,KI,155,472,127,285,0,3
SEA 36-1757,KI,80,262,86,166,0,0
SEA 43-1874,KI,204,608,137,343,0,2
SEA 36-1759,KI,81,274,87,169,0,1
NEW 41-3578,KI,101,396,53,156,0,2
BUR 34-1104,KI,104,325,81,186,0,1
SEA 46-2286,KI,161,437,118,279,0,0
SEA 46-2280,KI,199,645,196,396,0,1
HOLLYMORE,KI,195,525,138,337,0,4
SEA 46-2282,KI,232,653,196,429,0,1
SHL 32-0267,KI,174,607,121,299,0,4
SEA 46-2289,KI,81,338,122,203,0,0
LFP 46-1186,KI,136,436,113,250,0,1
DENVER,KI,150,588,78,229,0,1
PEGGY,KI,213,775,173,390,0,4
SEA 34-1508,KI,93,295,89,182,0,0
SEA 34-1509,KI,90,281,87,177,0,0
GLENDALE,KI,168,764,117,289,0,4
SEA 34-1500,KI,164,584,163,328,0,1
SEA 34-1501,KI,134,369,112,248,0,2
SEA 34-1506,KI,105,299,78,183,0,0
SEA 34-1507,KI,115,357,112,230,0,3
SEA 34-1504,KI,146,418,119,267,0,2
SEA 46-2304,KI,136,369,97,233,0,0
WANDA,KI,121,417,83,205,1,0
TIGER MTN,KI,244,742,198,447,0,5
SEA 46-2305,KI,126,364,124,253,0,3
SEA 46-2307,KI,121,313,94,215,0,0
LFP 46-1237,KI,168,419,105,275,0,2
KIR 45-2917,KI,141,603,110,254,0,3
KIR 45-2916,KI,94,321,77,175,0,4
BUR 34-1032,KI,154,511,106,263,0,3
KEN 47-2985,KI,140,571,54,198,0,4
KIR 45-2912,KI,117,419,45,165,0,3
KIR 45-2911,KI,73,309,66,139,0,0
KIR 45-2910,KI,150,421,97,248,0,1
SEA 46-2359,KI,123,341,79,203,0,1
SEA 46-2358,KI,293,846,196,494,0,5
SEA 46-2302,KI,139,408,126,265,0,0
SEA 37-2686,KI,191,604,95,291,0,5
COUNTRYSIDE,KI,182,667,98,280,0,0
SEA 46-2352,KI,98,338,80,181,0,3
SEA 46-2351,KI,110,314,90,200,0,0
SEA 37-3159,KI,233,845,148,383,0,2
SEA 46-2357,KI,152,472,157,309,0,0
SEA 46-2355,KI,133,354,91,224,0,0
FAIRWEATHER,KI,95,269,69,164,0,0
SAM 41-3384,KI,223,764,166,391,0,2
SAM 41-3385,KI,191,616,135,328,0,2
KIR 45-3198,KI,111,492,67,182,0,4
KIR 45-3199,KI,134,416,106,241,0,1
CROW,KI,94,389,100,197,0,3
KEN 33-3378,KI,219,725,113,333,0,1
SEALTH,KI,128,378,101,229,0,0
BOT 01-1207,KI,169,553,113,282,0,0
BEL 48-0188,KI,127,472,115,244,0,2
BEL 48-0189,KI,127,523,104,232,0,1
BEL 48-0186,KI,82,277,80,165,0,3
RING HILL,KI,269,757,214,488,0,5
FED 30-3372,KI,136,450,90,227,0,1
SHL 32-2552,KI,145,444,99,247,0,3
SEA 43-1365,KI,136,459,126,262,0,0
SEA 34-1448,KI,101,270,75,181,0,5
GREEN RIVER,KI,135,482,122,261,0,4
COV 47-0279,KI,227,832,135,369,0,7
EVERGREEN,KI,170,716,91,261,0,0
N-B 05-0859,KI,164,487,124,291,0,3
N-B 05-0858,KI,109,469,110,222,0,3
SEA 34-1442,KI,110,380,95,207,0,2
SAM 41-1130,KI,159,651,123,283,0,1
KEN 47-0842,KI,214,796,153,368,0,1
KIR 45-3200,KI,132,455,75,209,0,2
BOT 01-0868,KI,181,650,111,292,0,0
HUSKY,KI,180,650,158,340,0,2
SNQ 05-3645,KI,0,0,0,0,0,0
SEA 36-2505,KI,135,324,93,228,0,0
SEA 36-2504,KI,106,303,106,213,0,1
SEA 36-2507,KI,89,283,85,180,0,6
SEA 36-2506,KI,111,311,89,202,0,2
SEA 36-2503,KI,104,305,92,196,0,0
SEA 36-2502,KI,167,378,117,284,0,0
SEA 36-2509,KI,128,403,131,260,0,1
SEA 36-2508,KI,159,427,133,293,0,1
QUAIL,KI,80,235,50,131,0,1
KEN 47-0601,KI,214,733,74,291,1,2
KEN 47-0600,KI,33,131,13,46,0,0
COV 47-3517,KI,92,263,75,168,0,1
SHL 32-1140,KI,75,240,55,130,0,0
RNT 11-2844,KI,210,845,141,354,0,3
RNT 11-2845,KI,153,548,67,221,0,1
SEA 36-3586,KI,236,801,169,407,0,2
KEN 47-0026,KI,121,357,48,169,0,0
SEA 37-1563,KI,75,323,35,111,0,1
SEA 37-1565,KI,105,331,66,172,0,1
SEA 37-1564,KI,130,396,93,227,0,4
ANGEL CITY,KI,183,745,115,299,0,1
SEA 37-1566,KI,95,327,76,176,0,5
SEA 37-1568,KI,104,434,75,179,0,0
SEA 43-2083,KI,113,422,102,215,0,0
KEN 47-0028,KI,152,533,118,275,0,5
KMR 46-3148,KI,177,671,136,320,0,7
SEA 46-2619,KI,155,539,121,279,0,3
SEA 46-2500,KI,115,360,89,209,0,5
MCKINLEY,KI,72,351,41,118,0,5
WOODSIDE,KI,149,580,106,259,0,4
BUR 34-0377,KI,182,607,103,293,0,8
AUB 47-3187,KI,107,432,94,201,0,0
KMR 46-0820,KI,119,365,92,212,0,1
KMR 46-2771,KI,254,699,153,412,0,5
DES 33-1146,KI,166,591,124,299,0,9
LFP 46-0309,KI,224,582,159,386,0,3
KIR 48-2921,KI,135,418,94,231,0,2
KIR 48-3439,KI,186,531,138,324,0,0
KIR 48-2922,KI,116,504,123,242,0,3
KEN 11-0918,KI,173,605,81,257,0,3
CUMBERLAND,KI,107,345,82,195,0,6
VEAZIE,KI,194,619,156,356,0,6
LFP 46-0003,KI,155,477,118,273,0,0
KIR 48-0639,KI,129,387,87,218,0,2
KIR 48-0638,KI,138,551,142,281,0,1
KIR 48-0636,KI,134,449,113,248,0,1
KIR 48-0633,KI,168,468,117,285,0,0
BOT 01-0262,KI,218,779,138,367,0,11
BOT 01-0260,KI,308,769,174,482,0,0
AUB 47-3324,KI,231,577,128,360,0,1
SEA 36-2117,KI,130,336,89,223,0,4
SEA 46-1310,KI,135,397,87,229,0,7
KIR 01-0421,KI,275,724,191,468,0,2
KIR 01-0422,KI,177,612,129,309,0,3
RNT 11-0978,KI,138,506,84,223,0,1
RNT 11-0979,KI,63,284,36,100,0,1
RNT 11-0975,KI,209,861,125,339,0,5
RNT 11-0970,KI,58,246,50,108,0,0
RNT 11-0971,KI,159,579,130,291,0,2
RNT 11-0973,KI,158,542,86,245,0,1
SEA 37-1589,KI,119,290,94,217,0,4
SEA 37-1588,KI,84,244,75,159,0,0
SEA 43-1291,KI,300,684,184,487,0,3
SEA 37-1583,KI,240,700,138,382,0,4
SEA 37-1582,KI,179,715,110,291,0,2
SEA 37-1580,KI,99,333,59,160,0,2
SEA 37-1587,KI,112,311,82,195,0,1
SEA 37-1586,KI,133,373,114,251,0,4
SEA 36-3566,KI,180,579,125,307,0,2
SEA 37-1584,KI,109,332,96,210,0,5
SEA 43-2040,KI,116,476,97,214,0,1
NPK 33-0849,KI,149,380,103,254,0,2
TWO RIVERS,KI,257,779,205,465,0,3
FED 30-3004,KI,117,442,64,188,0,7
MEANDER,KI,197,581,143,340,0,0
SPIDER LAKE,KI,227,755,158,387,0,2
ISS 05-3559,KI,346,907,183,529,0,0
ISS 05-3552,KI,172,742,134,308,0,2
MARYMOOR,KI,0,0,0,0,0,0
HILL,KI,180,493,131,312,0,1
RUSS,KI,5,24,5,11,0,1
RED 48-2642,KI,77,263,40,117,0,0
RED 48-2641,KI,238,645,157,396,0,1
RED 48-2640,KI,128,356,80,208,0,0
SEA 46-2292,KI,165,505,123,288,0,0
SEA 46-2293,KI,146,441,146,292,0,0
SEA 34-1409,KI,140,422,129,270,0,1
SEA 34-1408,KI,266,708,213,481,0,2
SEA 46-2296,KI,133,391,100,237,0,4
SEA 46-2297,KI,95,283,72,169,0,2
BUR 34-1136,KI,73,218,62,137,0,2
SEA 43-1333,KI,114,340,113,229,0,2
SEA 43-1332,KI,130,385,136,267,0,1
SEA 43-1331,KI,123,366,101,224,0,0
SEA 43-1330,KI,137,404,98,238,0,3
M-I 41-0756,KI,230,738,169,402,0,3
M-I 41-0757,KI,126,403,105,231,0,0
SEA 43-1335,KI,203,637,171,377,0,3
LUND,KI,224,740,182,409,0,3
KMR 46-0036,KI,236,649,144,383,0,3
M-I 41-0758,KI,107,284,67,175,0,1
M-I 41-0759,KI,119,379,91,211,1,0
SHAMROCK,KI,183,693,142,332,0,7
SEA 36-3587,KI,146,590,123,273,0,4
N-B 05-3407,KI,208,628,172,381,0,1
WOD 45-2680,KI,222,627,159,384,0,3
WABASH,KI,102,320,85,189,0,2
SEA 43-3424,KI,131,407,86,219,0,2
BEL 41-0011,KI,56,346,61,117,0,0
BEL 41-0017,KI,159,594,108,270,0,3
RED 48-2467,KI,122,398,93,215,0,0
RED 48-2466,KI,262,749,195,460,0,3
SEA 37-1567,KI,96,332,59,156,0,1
STEED,KI,299,759,197,501,0,5
SEA 37-3617,KI,126,553,106,235,0,3
SEA 43-3571,KI,96,464,59,156,0,1
CAMPBELL HILL,KI,156,642,91,250,0,3
SEA 34-1258,KI,132,341,92,225,0,1
SEA 34-1259,KI,119,328,84,205,0,2
BEL 41-2936,KI,161,485,101,264,0,2
BEL 41-2935,KI,143,526,119,264,0,2
SEA 46-2348,KI,74,274,87,161,0,0
SEA 46-2349,KI,116,382,102,220,0,2
SEA 46-2340,KI,191,680,187,381,0,3
SEA 46-2341,KI,179,569,169,349,0,1
SEA 46-2342,KI,108,406,77,187,0,2
SEA 46-2343,KI,107,341,86,194,0,1
SEA 46-2344,KI,209,760,118,329,0,2
BEL 41-2447,KI,174,527,126,303,0,3
SEA 46-2346,KI,105,364,86,193,0,2
SEA 46-2347,KI,152,519,126,281,0,3
TRILLIUM,KI,263,799,213,476,0,0
LORA,KI,161,607,179,343,0,3
ALG 30-3141,KI,146,523,75,222,0,1
KEN 47-1076,KI,187,668,114,301,0,0
COV 47-1203,KI,247,885,169,421,0,5
KEN 33-2567,KI,111,369,74,187,0,2
KEN 33-2569,KI,245,856,142,390,0,3
KMR 46-1147,KI,201,764,167,368,0,0
VASHON,KI,114,390,101,215,0,0
ENM 31-3492,KI,91,333,71,164,0,2
BEL 48-0171,KI,134,396,97,234,0,3
BEL 48-0170,KI,69,225,55,128,0,4
BEL 48-0177,KI,148,408,85,236,0,3
BEL 48-0178,KI,81,406,53,134,0,0
SEA 46-1970,KI,99,250,62,161,0,0
BEL 41-2621,KI,144,528,106,251,0,1
SEA 43-1975,KI,36,439,26,63,0,1
SET 33-3104,KI,146,542,99,247,0,2
SET 33-3107,KI,167,680,111,281,0,3
SET 33-3100,KI,203,847,82,291,0,6
SET 33-3101,KI,144,366,80,228,0,4
SET 33-3102,KI,177,670,113,293,0,3
KIR 48-2598,KI,183,548,141,327,0,3
SEA 36-1769,KI,90,234,61,151,0,0
SHL 32-1228,KI,121,366,74,195,0,0
SNQ 05-3512,KI,259,823,207,472,0,6
SAM 45-3505,KI,202,573,127,329,0,0
SNQ 05-3511,KI,254,860,222,477,0,1
SNQ 05-3514,KI,202,648,153,358,0,3
SEA 36-2593,KI,96,289,78,174,0,0
SEA 37-1940,KI,145,536,121,268,0,2
SEA 43-2034,KI,144,424,105,253,0,4
BEL 41-2714,KI,223,711,146,372,0,3
SHL 32-3363,KI,86,373,78,164,0,0
KEN 33-3362,KI,102,365,72,174,0,0
BEL 41-2719,KI,186,520,103,289,0,0
SEA 46-1400,KI,125,425,95,221,0,1
SEA 46-1401,KI,179,686,128,311,0,4
SEA 32-3568,KI,245,849,133,383,1,4
SEA 46-1404,KI,125,441,89,217,0,3
SEA 36-2518,KI,123,425,120,246,0,3
SEA 36-2512,KI,172,505,156,331,0,3
SEA 36-2513,KI,161,434,137,301,0,3
SEA 36-2510,KI,138,352,82,221,0,1
SEA 36-2511,KI,142,430,168,311,0,1
SNQ 05-3633,KI,93,404,72,166,0,1
SEA 36-2517,KI,193,613,186,382,0,3
SEA 36-2514,KI,105,298,87,193,0,1
SEA 36-2515,KI,128,361,105,233,0,0
SEA 37-1619,KI,130,449,122,256,0,4
SEA 37-1618,KI,108,389,79,188,0,1
SEA 37-1613,KI,109,292,91,200,0,0
SEA 37-1612,KI,105,288,85,191,0,1
SEA 37-1611,KI,106,289,85,191,0,0
SEA 37-1610,KI,116,331,87,206,0,3
SEA 37-1617,KI,109,323,88,201,0,4
KLAHANIE,KI,127,468,135,264,0,2
SEA 37-1615,KI,119,343,84,205,0,2
SEA 37-1614,KI,74,260,81,155,0,0
SEA 36-1732,KI,160,449,117,278,0,1
SEA 36-1731,KI,131,404,99,230,0,0
SEA 36-1730,KI,110,385,111,222,0,1
SEA 36-1737,KI,111,416,80,193,0,2
SEA 36-1736,KI,117,341,90,209,0,2
SEA 36-1735,KI,89,252,71,160,0,0
SEA 36-1734,KI,166,497,120,286,0,0
SEA 36-1739,KI,118,309,84,207,0,5
SEA 36-1738,KI,98,295,92,190,0,0
KEN 05-3462,KI,0,0,0,0,0,0
SEA 37-1576,KI,134,435,50,186,0,2
SEA 37-1574,KI,109,417,67,179,0,3
SEA 37-1575,KI,71,377,51,124,0,2
SEA 37-1572,KI,99,307,78,180,0,3
SEA 37-1570,KI,165,659,138,304,0,1
SEA 37-1571,KI,141,432,105,250,0,4
SEA 37-1578,KI,94,413,75,172,0,3
SEA 37-1579,KI,62,247,43,108,0,3
BITTERROOT,KI,142,483,113,262,0,7
SEA 43-1818,KI,110,295,86,196,0,0
SEA 43-1819,KI,162,457,140,303,0,1
SEA 43-1817,KI,80,264,54,134,0,0
SEA 43-2059,KI,137,424,113,252,0,2
BUR 34-0344,KI,156,420,143,301,0,2
NEW 41-0878,KI,199,630,128,328,0,1
KIR 01-2457,KI,224,709,151,376,0,1
KIR 48-3401,KI,198,632,141,342,0,3
ROYAL,KI,88,320,75,163,0,0
PAC 30-2856,KI,153,686,74,230,0,3
BUR 34-0699,KI,278,823,209,489,0,2
HORSESHOE,KI,154,490,131,289,0,4
RED 45-2638,KI,154,442,77,235,0,4
SHL 32-0898,KI,90,295,87,177,0,0
BURTON,KI,84,241,79,163,0,0
SHL 32-0895,KI,124,484,92,218,0,2
SEA 43-1343,KI,107,355,108,215,0,0
KIR 48-0628,KI,217,664,137,356,0,2
KIR 48-0629,KI,221,587,123,344,0,0
M-I 41-2465,KI,108,330,98,208,0,2
ELECTIONS OFFICE,KI,1,9,0,1,0,0
SAM 41-2491,KI,228,707,134,367,0,5
SEA 36-1298,KI,123,337,122,246,0,1
TUK 11-2453,KI,106,510,72,180,0,2
M-V 05-3536,KI,146,572,125,275,0,4
EXCALIBUR,KI,142,403,81,226,0,3
KIR 48-2920,KI,96,381,92,189,0,1
TUK 11-1164,KI,178,660,130,312,1,3
SET 33-3074,KI,150,456,108,260,0,2
TUK 11-1166,KI,93,443,68,165,0,4
TUK 11-1167,KI,1,6,3,4,0,0
SEA 43-2549,KI,204,718,132,339,0,3
BEL 41-0175,KI,250,815,160,415,0,5
BEL 41-0176,KI,182,593,108,292,0,2
SEA 37-1590,KI,121,294,107,228,0,0
BEL 41-0179,KI,96,338,52,148,0,0
BEL 41-3371,KI,180,677,113,296,0,3
BEL 41-3370,KI,208,812,161,377,0,8
SEA 37-1594,KI,168,761,172,343,0,3
SEA 37-1596,KI,138,497,120,260,0,2
SEA 43-2542,KI,91,275,53,146,0,2
NPK 33-0857,KI,278,684,199,483,0,6
NPK 33-0854,KI,157,436,141,302,0,4
NPK 33-0855,KI,117,390,114,231,0,0
NPK 33-0852,KI,165,442,127,296,0,4
NPK 33-0853,KI,132,338,111,243,0,0
NPK 33-0851,KI,173,525,161,338,0,4
AUB 47-2551,KI,235,824,95,332,0,2
ELSOM,KI,189,586,161,353,0,3
SEA 46-2366,KI,132,451,103,241,0,6
BUR 33-0476,KI,208,764,161,378,0,9
CONNAUGHT,KI,195,615,139,337,0,3
AUB 47-3538,KI,209,719,154,366,0,3
AUB 47-3539,KI,135,436,108,245,0,2
GLASGOW,KI,148,601,105,255,0,2
ALPINE,KI,157,564,167,324,0,0
SAM 41-0909,KI,256,831,185,445,0,4
DES 33-2637,KI,141,499,79,221,0,1
CEDAR RIVER,KI,138,481,118,259,0,3
RNT 11-3162,KI,67,209,36,106,0,3
SEA 34-1410,KI,74,240,80,156,0,2
SEA 34-1411,KI,108,307,89,197,0,0
COALFIELD,KI,224,713,166,396,0,6
SEA 34-1413,KI,170,533,146,319,0,3
SEA 34-1414,KI,67,239,95,165,0,3
SEA 34-1415,KI,150,406,94,247,0,3
SEA 34-1416,KI,126,394,107,235,0,2
KEN 47-3300,KI,141,527,107,254,0,6
SEA 34-1418,KI,95,299,97,196,0,4
SEA 34-1419,KI,223,694,191,418,0,4
SEA 43-2052,KI,84,445,57,143,0,2
SAM 45-0536,KI,230,758,212,444,0,2
FALL CITY,KI,138,520,131,275,0,6
WOD 45-0926,KI,232,859,136,370,0,2
BRONSON,KI,272,785,225,499,0,2
BEL 41-1026,KI,208,652,115,323,0,0
SEA 46-1980,KI,117,381,140,257,0,0
FAIRMONT GLEN,KI,156,497,114,277,0,7
RNT 11-3555,KI,130,477,86,219,0,3
WALLACE,KI,109,454,84,194,0,1
SWAN LAKE,KI,204,684,173,378,0,1
KIR 45-2931,KI,126,409,61,191,0,4
KIR 45-2933,KI,101,350,66,167,0,0
KIR 45-2932,KI,170,472,92,266,0,4
MUCKLESHOOT,KI,35,395,19,54,0,0
RED 48-3415,KI,92,327,67,160,0,1
SEA 43-2109,KI,114,478,92,212,0,6
BEL 41-2945,KI,186,548,108,296,0,2
BEL 41-2943,KI,260,828,173,434,0,1
SEA 37-1884,KI,211,643,169,385,0,5
SHL 32-0368,KI,100,309,77,178,0,1
SEA 46-2379,KI,160,542,167,332,0,5
SEA 46-2378,KI,122,322,90,212,0,0
BEL 48-0223,KI,169,435,116,286,0,1
BEL 48-0221,KI,191,617,108,304,0,5
BEL 48-0227,KI,197,662,127,326,0,2
BEL 48-0226,KI,113,315,72,187,0,2
BEL 48-0225,KI,156,464,108,264,0,0
BEL 48-0224,KI,217,636,140,358,0,1
BUR 34-1064,KI,193,589,160,358,0,5
KEN 47-2568,KI,250,866,145,403,0,8
SEA 11-1597,KI,234,909,174,410,0,2
DES 33-2416,KI,153,484,87,242,0,2
SEA 36-1773,KI,156,644,126,285,0,3
KMR 46-1171,KI,179,588,99,281,0,3
BOT 01-1224,KI,262,748,146,414,0,6
MCCOY,KI,163,646,200,368,0,5
BEL 48-0160,KI,73,268,56,130,0,1
BEL 48-0162,KI,85,252,51,139,0,3
BEL 48-0163,KI,107,365,90,198,0,1
BEL 48-0164,KI,111,299,51,163,0,1
BEL 48-0165,KI,142,384,107,250,0,1
BEL 48-0166,KI,133,380,79,212,0,0
BEL 41-2386,KI,105,279,64,169,0,0
BEL 48-0168,KI,86,255,47,134,0,1
BEL 48-0169,KI,115,361,79,195,0,1
BRITTANY,KI,189,592,127,321,0,5
KEN 33-3553,KI,132,557,62,194,0,0
SEA 46-2363,KI,125,380,87,213,0,1
AUB 47-3455,KI,131,439,97,229,0,1
SHL 32-1236,KI,89,268,58,148,0,1
BEL 41-2428,KI,209,739,142,351,0,0
BOT 01-0261,KI,214,634,161,378,0,3
SEA 46-2367,KI,127,449,102,229,0,0
SEA 46-2364,KI,110,355,74,185,0,1
SNQ 05-3560,KI,157,502,101,263,0,5
BEL 41-2812,KI,103,350,75,180,0,2
KMR 46-0572,KI,218,629,136,356,0,2
KMR 46-0573,KI,236,726,120,361,0,5
LFP 46-3380,KI,208,579,158,368,0,2
DES 33-0016,KI,105,281,74,180,0,1
EASTWOOD,KI,169,487,109,281,0,3
GREEN VALLEY,KI,113,370,109,223,0,1
ISS 05-0543,KI,180,622,131,314,0,3
SEA 37-1609,KI,116,414,126,242,0,0
ISS 05-0547,KI,101,327,89,191,0,1
ISS 05-0546,KI,74,220,45,121,0,2
ISS 05-0545,KI,102,316,67,172,0,3
ISS 05-0544,KI,181,647,110,295,0,4
